segment,answerDate,NPS,impactInteraction,reason,improvement
1,1,3,2,No hubo solución a mi inconveniente,"Dar solución a los inconvenientes que se presenten, pues cuando un cliente llama, es porque necesita una respuesta o en su defecto una buena orientación."
1,1,5,2,Necesito cancelar los seguros,
1,3,6,3,Es insegura y hay que llamar a solicitar lo mismo.,
1,3,3,2,No me solucionaron nada,Dar solución y si no la tienen no transferir la llamada a otros operadores hacen perder tiempo
1,3,4,3,El asesor que me contestó la llamada muy prepotente y además hablaba con otros asesores mientras me atendia,Nfnffncm
2,1,0,1,"Tengo una TC de crédito bloqueada y por el hecho de estar en el exterior, el servicio de asistencia telefónica no me dió respuesta y me envió a escribir a las redes sociales del banco. Después de varios días, en las redes sociales me enviaron a llamar a la línea telefónica. En resumen, no dan respuesta y decidí cancelar el producto.","Tener una línea de atención para clientes que se encuentran en el exterior y alternativas para recuperación de claves basadas en el correo electrónico, cuando no se puede acceder al número telefónico registrado por estar fuera del país."
1,2,6,2,Porque no me resolvieron mi inquietud,que todo lo tengan en la plataforma de los asesores y que ellos cuando no puedan resolver las inquietudes no cuelguen sino que sean honestos
2,2,0,1,"Nunca había tenido inconvenientes como con este banco soy nueva y no atienden solicitudes no dan respuesta de fondo por eso ya inicie un proceso con la superintendencia por una compra no autorizada, me llaman a toda hora para cobrar pero no se preocuparon así por solucionar y ahora ayer me robaron porque tienen un pésimo servicio de seguridad, a la espera de soluciones",Dar una atención al cliente de calidad y dar respuestas de forma y fondo
1,2,0,5,Bastante alta la cuota de manejo no cuidan los buenos clientes,Tener mejor atención
1,2,0,1,Por que me dijeron que me iban a enviar un correo para recuperar mi usuario el cual nunca llegó,"Cambiar a todo el personal , no sirven para nada"
1,2,0,1,"Son lo peor. en 4 años que llevo con una Tarjeta de crédito por primera vez me atraso en un pago en 10 días, y me cobran 118.000 por unos honorarios de cobranza, es decir, para justificar el pago de una persona que llama a cobrar y a amenazar, porque en ningún momento informan acerca de los porcentajes de intereses de mora y de cobranza. Son abusivos y falsos.","Que cuando entreguen una TC informen todo, absolutamente TODO, pero ocultan información a conveniencia, y solo informan cuando uno llama a quejarse y a preguntar por qué cobran lo que cobran."
1,1,2,2,llevo trantando de solucionar un error en los saldos de mi creidito rotativo ya un mes ni no se ha logrado.,"ESCUCHAR AL CLIENTE, de verdad apoyarlo para solucionar las inquietudes."
2,3,0,1,Son lo más mentirosos y permisivos. Te adjudican el pago de seguros sin autorización. Me sentí robado. Le advertí a todos mis amigos nunca sacar una tarjeta sencosud. Se negaban a cancelar mi tarjeta.,"No negarle el derecho al cliente de cancelar los productos...el asesor fue el más terco, chocante, permisivo y fastidioso. Se negaba a cancelarme el producto con carreta barata"
1,2,6,1,Por qué la persona que me atendió fue muy displicente,
1,3,7,2,Tienen mucha tramitología los que dificulta la agilidad en las transaccciones,
2,3,7,3,Siguen con buen servicio,Estan bien
1,1,8,5,,
3,2,8,5,Falta de comunicación entre los asesores,Mejor comunicación interna por parte de la compañía
1,2,8,5,Muy buena atención y gestión a mi solicitud,Ofrecer opciones virtuales/móviles más efectivas para la atención de solicitudes
1,3,7,4,La verdad sus colaboradores en ocaciones solo ofrecen dos alternativas de pago,una comunicación con mayor asertividad en ocasiones solo llama una vez y cuando uno contesta ya colgaron y a veces por seguridad no se puede sacar el celular en lugares públicos.
1,2,7,4,Cobro en seguro y manejo de targeta,El servicio en general esta bien
1,2,8,3,Porque es normal que el banco reponga el plástico,"Explicar detalladamente lo que se debe hacer, no suponer que conocemos todo el movimiento del banco"
1,2,8,4,Me resolvieron parcialmente el problema.,Atención más rápida y personal
2,3,8,4,La línea de teléfono es incompleta. No tiene gorda de hablar vos un asesor en ciertos casos.,"Tener otras opciones, y  contar con un asesor , no solo Robots, están máquinas luego te cuelgan. Insistes y hacen lo mismo. Así q te toca ir a oficinas. Mal hecho."
1,2,8,1,"aunque he tenido buen historial de pago y se me presento una situacio familiar por la cual no pude pagar completo en este mes, me presentaron una solucion para pago la cual acepté pero me parece injusto que la tarjeta de credito quede bloqueada por tanto tiempo","tener en cuenta que, bloquear la tarjeta por tanto tiempo me deja inconforme"
1,3,7,3,,
1,3,8,5,Soluciones rápidas y especificas,Dejar claro el porqué la demora en el cambio del plástico o tarjeta
1,3,7,3,"La línea de atención al cliente es desesperante. Ante una emergencia por robo o fraudes no es ágil, demorado, opciones q no interesan, lo verdaderamente urgente debe ser la primera opcion, no es claro el.mensaje. Dure 15 minutos, tuve que hacer 3 llamadas para poder bloquear la tarjeta. Tiempo suficiente para que le roben a uno con compras fraudulentas y ustedes no contesten","Cambiar el mensaje del audio de atención al cliente, que sea ágil y priorice opciones de emergencia. Demasiada información inutil"
3,3,7,1,,
1,1,8,4,Las cuota fija que le están cobrando de otros se 30 mil pesos es alto,La atención telefónica fue muy buena no tengo queja
1,2,8,4,Fui atendida por una funcionaria amable que si resolvió mi requerimiento.,No interrumpir tan rápido el uso que hago en la pagina web.  En muchas ocasiones y con mucha frecuencia aparece el mensaje acerca de si quiero salir o continuar en la página.
1,2,8,4,BUEN SERVICIO,.
1,3,8,4,Por que no tenia buiena experiencia con el servicio,
1,3,8,4,serivico bueno,"que no atienda una maquina y por favor no pidan los datos de clave piensen en cambiar eso por otro dato
gracias"
1,1,7,4,,
1,2,8,4,Buena atención,
2,1,8,4,Siempre está bien,Esta bien así. Gracias
1,3,7,3,,
1,1,8,5,La asesora fue rápida,El tiempo de cancelar un servicio debería ser más corta
1,1,8,4,,Explicar bien cómo se maneja la app ya q soy una persona de edad
1,1,8,4,la eficacia en respuesta,mejorar el sistema anti fraude
1,2,8,2,Porque no pude resolver el tema,
1,2,8,3,,
1,3,8,4,He tenido buenas experiencias con este banco,
1,1,8,3,Las soluciones a largo plazo,Asegurarse de que la opción sea la adecuada para una efectiva solución
2,3,8,5,Por la buena atención que recibí del Asesor que recibió mi solicitud,Que haya mayor agilidad en la recepción de las llamadas
1,2,7,4,"Porque brindan solución oportuna al momento de tener inquietudes, el problema es al realizar consultas por la línea telefónica ya que toca ingresar la clave para se atendió.",Sin comentarios
1,1,8,5,Fue amables y eficientes,
1,3,7,3,Todo dentro de lo normal,Todo Ok
1,2,8,3,,
1,2,7,2,Los intereses son un poco alto,
1,1,8,3,,"Pues, es difícil comunicarse y cuando sucede no te resuelven nada"
1,3,8,5,Las promociones q maneja son  muy buenas,
2,1,8,4,,
1,2,8,3,me parece buena la atencion,bien
1,1,8,3,,
1,1,7,4,"La atención fue rápida, las personas que atienden amables y prestos a ayudar.",Seguir con la amabilidad al contestar las preguntas
1,1,8,3,Sigue igual,Todo bien
1,1,7,2,"Solicite un certificado para retención, el cual me dicen que me envían hasta el 30 de octubre cuando todos los bancos lo entregan o envían en un dia. La declaración es para ya no para dentro de un mes",Este tipo de documentos y cosas sencillas deberían ser más efectivas
1,3,8,5,El servicio que estaba necesitando fue oportuno y bastante efectivo,La app que sea más fácil de manejar para nosotros las personas adultas
1,3,8,4,,
1,1,8,5,Procesos de seguridad,Disminuir costos de manejo
1,1,8,3,No he tenido pronta solución a mi necesidad,Dar pronta respuesta a los cargos en tarjeta y rechazar pagos de idéntico valor en un lapso cortó de tiempo...
1,2,8,3,,
1,1,8,5,La atención fue muy buena y clara,Siempre que sea atendido un cliente las respuestas sean claras y verdaderas sin rodeos ni engaños. Muchas Grácias
1,1,8,2,"El acceso para hacer consignaciones es un poco dificil, sobre todo en departamentos como el de sucre.",
2,3,7,3,Me gustaría un contacto directo con un asesor no dar tanta vuelta en una plataforma respuestas concretas a inquietudes personales,Tener la posibilidad de contactar directamente a una persona a un asesor
1,1,8,3,"El servicio es el que merecemos los usuarios, buena atención, aclaración a la solicitud requerida.","Mejorar la tasa de interes, 1 por antigüedad y 2 por cumplir con los pagos."
3,2,8,3,,
1,3,8,3,Envían mensajes terminando los acuerdos que se hacen telefónicamente y luego uno llama y que están vigentes,Uns línea más directa  no pasar por varias opciones
1,3,7,1,Estoy haciendo una reclamación desde hace rato porque no puedo utilizar mi tarjeta de crédito Visa life miles a pesar de estar al día y no tengo solución,Dar solución en primer contacto
1,3,8,5,,
2,1,8,3,no note cambio,
2,1,8,4,Encontré buena atención y buena disposición de la asesora,Continuar mejorando con la orientación de primero el cliente. No primero ustedes
1,1,7,1,"Para hablar con un humano hay que pasar infinidades de pruebas como el Fbi(
Posteriormente al hablar con un humano hace una serie de preguntas absurdas: ¿ hace cuanto tiempo cambió su tarjeta de credito?
¿A cuantos meses diferio su ultima compra?
Etc
Y eso que para solo programar el pago de un anticipoa 1cuota y no a36 como lo programa.Scotian*
¿Como hace un anciano ?
¿Como hace una persona que tiene varias tarjetas credito?","Hacer mas ágil una
entablacion telefonica con el humano del banco?"
1,1,8,4,"Demora en la respuesta, la resolución del impase",
2,3,7,4,Buena atención,
1,2,7,3,El banco presenta un servicio en la media de otras entidades bancarias.,N/A.
1,1,8,3,,Todo está bien. Muchas gracias por la atención. Aún que si me gustaría ampliar el cupo de la tarjeta
1,3,7,2,Trámites muy largos en oficina solo para cambiar una dirección y que no dan la posibilidad de enviar la tarjeta a una oficina y recogerla en esa sucursal de ustedes. Es muy tedioso y ya pues ni hablar de la tarjeta que no me sirvió nunca y perdí mi tiempo en la línea y en la oficina,.
1,3,8,5,,
2,1,7,3,"Llame a pedir crédito para compra de cartera y me dijeron que tenía que ir a una oficina , cuando siempre me habían atendido por la línea",Volver a poner la consolidación de cartera vía telefónica o digital
1,3,8,2,"Por qué he tenido uso fraudulento de mi tarjeta y nadie me dió respuesta de lo sucedido 
Encima lo  mejor que hacen es enviar otra tarjeta nueva  que cuesta  $35.000
 He tenido casos similar y lo único es bloqueo de plástico y le enviamos nueva 
Sigo esperando respuesta de uso fraudulento por 7000.000.","Respuesta más efectivas y solucionar las quejas por fraude 
Mejorar los pagos por pse es muy engorroso tener que repetir los datos de tarjeta"
1,1,8,3,"Porque me comenzaron a cobrar cuotas de manejo, apesar de que realizo las 4 compras, llame y me mermaron a una sola compra y me regresaron el dinero de cuota de manejo, pero igual el beneficio es por apenas 6 meses y muy seguramente ya se me habrá olvidado y vuelven y me engrampan la cuota de manejo .",Dejar de cobrar esa cuota tan cara
1,2,8,4,Mejorar para pagos por transferencias,Devolver la llamada al cliente
1,3,7,3,Porque para ser atendido por una persona me tomo más de 25 minutos y después comenzar a rebotar de uno a otra área encargada gaste 40 minutos. Las personas muy queridas pero las esperas y los menús enredados,Simplificar el menú y tener asistencia personal rapido
2,1,8,5,Noto que ha mejorado la atención aunque pasé por 4 funcionaros antes q me resolvieran mi inquietud,Que se confirme por escrito la resolucion a la inquietud manifestada.  Porq uno de sus funcionarios me dio información diferente a la q me suministro el ultimo funcionario contactado  y uno queda con duda de quien dice lo correcto y despues el cliente se queda sin ningun soporte en contra o a favor.
1,3,8,4,,
1,3,7,2,No me resolvieron,Resolver
1,3,8,4,la atencion en cajeros a veces es lenta,no enviar codigos de seguridad al celular si no con la clave que se maneja en tarjeta
1,3,7,1,"La aplicación me está cerrando la sesión y me bloquean sin razón el envío de mensaje de texto para recuperación. Por la línea no me ayudan porque debe ser presencial, lo cual es muy ineficiente. La atención presencial es de una espera de al menos 2 horas",Más atención por teléfono y resolución de diferentes problemas por otros medios como el correo electrónico
2,3,7,2,Bloquean sin razón justificable la tc.  Y mucha demora para activarla.   Del mismo modo no sirve en el exterior.,Agilizar trámites.  Facilitar uso de la tarjeta pues en momentos de compras por valores altos no he podido usarla.  Solo compras pequeñas.
2,2,8,4,"pues no hay cambios significativos en la atención, agradecimientos a la persona que me atendió, fue diligente y escucho mis preguntas, resolviéndoles con precisión.","disminuir tiempo de atención, fueron más de 35 minutos para que un agente de servicio (humano) me atendiera."
1,3,8,5,Por qué me resolvieron un problema que tenía con la facturación de este mes,
1,1,8,4,Buena atención y me ha ido muy bien con este banco,
1,1,8,5,Buen servicio al cliente,Mejorar los tiempos de respuesta a los requerimientos
1,1,8,4,Me 0arece bueno el servicio,Pues es buena la atención
2,2,8,4,Me dieron otro número para para pasar mi queja y no me contestan,Necesito un número que si me contesten
1,3,7,4,,
2,2,7,2,No me,"Organizar el envío de los extractos, y saber si fueron entregados o no."
2,1,8,5,,
1,2,8,5,"Es un banco qué me genera confianza, y con el cual no he tenido inconvenientes hasta el momento.",Por el momento no tengo ninguna observación.
1,3,8,3,,
1,3,8,5,,
1,2,8,4,Porque si,No hacer tanto anuncio el la llamadas
1,1,8,4,Amabilidad,
1,1,7,5,Respaldo del banco por transferencia bancaria no reconocida,
1,2,7,3,No estoy de acuerdo a la exigencia de 10 compras minimas a partir de diciembre para evitar cobro de cuota de nanejo,Bajar el número de compras de acuerdo al cumplimiento en pagos y manejo de la TC
1,1,8,4,,
1,3,7,4,,
1,1,7,3,Porque fui y algunos asesores están como estresados y alcanzan a ser muy tajantes en vez de ayudar a solucionar,A veces es difícil comunicarme con el asesor de servicio
1,1,8,3,,
1,3,8,4,👍🏿👍🏿👍🏿,Respuesta más pronta
1,1,8,3,Porque no cambio mi opinión. Es la misma que al inicio,Nada más
2,3,8,4,,
1,3,8,4,,
1,3,7,3,Por ahora no me han dado solución,Dar solución prioritaria a las peticiones
1,2,8,4,Buena experiencia,La línea se caen las llamadas
1,1,7,4,,
1,1,8,5,Todo fue muy rápido respuestas oportunas y buena atencion,Información de cuánto quedaron las cuotas mensuales
2,3,7,3,,
1,1,7,2,"los canales de atención son muy difíciles, en Medellin hay muy pocas partes donde uno puede hacer transacciones y comunicarse con ustedes es complejo",se colgaba la llamada me toco contarle el cuento a varios asesores hasta que logre la solución
1,1,8,5,,
1,1,8,4,***,***
2,2,7,4,Las comisiones,.
1,2,8,2,"Yo trataba de encontrar un asesor y no hubo modo,  Yo necesitaba que me aclararan un problema que tenía, no sé si en la línea hay servicio 24/7 porque yo llamé después de las seis de la tarde y fueron varias llamadas dando todas las opciones a ver en cuál me respondían, no automáticamente una máquina sino una persona que me pudiera hacer las aclaraciones que yo necesitaba. 
Total, al día siguiente fui al banco donde me atendieron muy cordialmente","Por favor, que respondan personas"
1,3,7,3,no cambia nada con la atencion. ha sido buena siempre,el tiempo de responder la llamada podria mejorar
1,2,8,3,Está estable,"Mirar con importancia y respeto a todos los clientes, sin excepción"
1,2,8,5,por el buen asesoramiento,
1,2,8,4,,
1,3,8,3,,
2,2,8,4,,
1,3,8,3,La atención sigue igual en comparación al última vez que cité una oficina,Procurar tiempo de espera para ser atendido por un asesor sea más corto
1,1,8,5,,
2,2,8,4,,"Mejorar el sistema para responder la llamada, tiene uno que esperar demasiado tiempo para poder lograr que un asesor le responda"
1,3,8,4,,
1,2,8,3,,SOLUCIONAR DESDE EL SERVICIO AL CLIENTE LOS REQUERIMIENTOS QUETENEMOS
1,1,8,3,Fue información que no afecta el pago,
1,3,8,3,No,
1,3,8,3,,
1,1,8,5,,
1,2,8,4,Buena atención,Solicite un crédito de libranza y no fue posible soy pensionado
1,1,7,4,,
1,2,7,4,El asesor que me brindo la ayuda e información requerida fue amable atento y efectivamente,Quitaron la única oficina para pagos y trámites que había en Soacha (CC mercurio) eso dificulta para trámites y/o pagos
1,2,8,4,Por la respuesta del operador y la seguridad que me brindo ante las preguntas,
1,1,7,4,Es muy lento comunicarse con un asesor,Evitar tantas opciones y comunicar con asesores no con maquinas
2,1,8,4,,
1,3,7,3,Tiene las tazas de interés muy altas y no incentivan a sus usuarios.,
2,1,8,3,No sé me dió solución a mi pregunta,Reversar la compra solicitada
1,2,8,4,Porque es bueno y te asesoran bien,Mejor imposible muchas gracias 👍
1,3,7,2,"Falta de información brindada en la adjudicación de productos, llamar por teléfono para acceder a un asesor es un poco traumática.",
1,2,8,3,muy personal,claridad
1,2,7,5,,
1,3,8,4,Ya había llamado es 5 oportunidades y solo José logro solucionar mi solicitud,Proveer más conocimiento a los agentes adicionales de dar soluciones en la llamada ya que no saben cómo manejar objeciones y solo se quedan con una opción
1,3,8,3,,
2,1,8,3,,
1,1,8,2,Me cobraban cuota de manejo todos los neses,No.. cobrar cuota de manejo
1,1,8,3,,
1,2,8,4,Quedé satisfecho con la repuesta,
1,2,8,4,,
1,1,8,3,No solucione el problema,
1,2,8,3,N.A,
1,3,7,5,,
2,2,10,3,Todo sigue bien,
1,1,9,5,Buena atención y solución,Agilizar la verificación.
1,2,10,3,,
2,1,10,4,"Es refrescante cuando una entidad revisa sus procedimientos y escucha a sus clientes, era muy engorroso el acceso telefonico pero ya lo dejaron mejor. Bien hecho!",Aprovecho esta oportunidad para volverles a solicitar la instalacion de una oficina full en unicentro de occidente.
1,1,10,5,,
1,1,10,5,La atención es buena,Que la comunicación con un asesor sea más ágil
3,3,10,5,Amabilidad y respuesta concreta.,Mantener el servicio de atención actual y las prioridades.
1,2,10,5,Porque me ahorro tiempo en la solicitud de los extractos.,Que las solicitudes las envíen más pronto.
1,2,10,3,esta bien la atención. como siempre,es bien la atención gracias
1,2,10,5,Amabilidad y transparencia,Información por correo
1,2,10,4,bueno,bien
1,2,10,5,Atención rápida y clara,
1,2,9,5,Atención muy certera y confiablr,Por el momento todo bien
1,2,10,5,,
1,2,10,5,Excelente servicio.  muy buena atención,
1,1,10,5,Por buena atención,Haci esta bien
1,1,10,3,,
1,2,10,5,Por la atención y buena asesoría,
1,2,10,5,Servicio y don de gentes. 8,Nada y muchas gracias.
1,2,10,5,,
1,2,10,1,Porque no se le dice la verdad a los usuarios de las tarjetas de credito como es posible que si se hacen tres cuatro a una cuota logico que no hay cobro de intereses pero si en ese mismo mes hago tres o cuatro compras a una cuota y hago una compra a mas de una cuota me cobren intereses por todas las compras  efectuadas en ese mes eso es un robo ya que si compro a una cuota es para no pagar inteteses voy a escribir a la super de industria y comercio para que se tomen los respectivos ajustes y se haga la devolucion respectiva.Poseo otras tarjetas de otros bancos y no pasa eso espero que no se quede en el limbo esta denuncia.,Que siempre se le diga la verdad cuando un usuario haga una pregunta
2,2,9,4,,Q no se tenga q esperar tanto tiempo al teléfono para q  uno pueda ser atendido por  un operador.
2,2,9,5,Excelente atención por parte del funcionario,Contratar personas como la que me atendio
1,1,10,5,Por la claridad en la orientación,
1,3,9,4,"Porque esperaba que hubiera una exoneracion total de la cuota de manejo durante 6 meses, como años anteriores en que sacaban campañas atractivas para fidelizacion de clientes. Espero que esto pueda volver y tener la posibilidad de ser recompensado por mi buen historial crediticio",Mejorar los tiempos de espera y estabilidad en las llamadas.
2,1,10,5,Porque me prestaron ayuda rápida con el inconveniente presentado,"Disminuir  tantas opciónes , cuando uno tiene algún inconveniente , que una operadora lo dirija donde requiere"
1,1,9,3,,
1,2,10,5,Claridad y diligencia,Nada
1,3,10,5,,
2,2,10,5,,
1,3,10,3,,
1,2,10,5,Yo lo recomiendo por qué para mí hasido de mucha bendición són muy eficientes y profesional,Muchas gracias ustedes an mejorado todo y todos los cambios an Sido satisfactorio
1,1,9,3,Hasta tanto no se haga efectivo el cambio de la tarjeta crédito que tenía con claro por otra que me exonera del pago de cuota de manejo mensual.,Disminuir y/o acortar los tiempos de entrega de productos.
1,1,10,5,mejor servicio y se aprovechan buenos productos,por ahora esta bien todo
1,2,10,3,Como siempre ha sido muy buena,Todo muy bien
1,3,9,5,LA COMUNIACION FUE RAPIDA Y OPORTUNA Y PUDE RESOLVER MIS PROBLEMAS.,SEGUIR MEJORANDO
1,1,10,5,Muy buen servicio,Hasta el momento todo muy bien
2,1,9,4,La línea de información y atención del cliente son eficientes y amableSs,"Por el momento, estoy bien atendida"
1,1,10,5,"Por la atención, no obstante los altos intereses.",Así está bien
2,3,10,3,La atención es buena siempre. Muy clara.,Colocar más personal atender más pronto.
1,1,9,3,,darme la respuesta rapida
2,1,10,3,La atención siempre ha sido buena,
1,3,10,5,ATENCIÓN RAPIDA.,Para mi esta bién.
2,1,10,4,Porque resolvieron mi inquietud de manera inmediata,
1,1,9,5,Porque la persona que me atendió buscó la manera más rápida de atenderme,Seguirse actualizando con la tecnología
1,1,10,3,,
1,3,10,3,La atención fue oportuna,A veces cuando llamo me comunican con cobranzas de una vez sin haber escuchado las opciones
1,3,9,4,,
1,2,10,3,Buena atención,No todo está bien
1,2,10,5,Buena atencion,Todo bien
3,2,9,5,Amabilidad. Eficiencia. Claridad.,
1,1,10,5,Atención oportuna y clara,
1,2,10,5,No tuve inconvenientes para cerrar mi cuenta y el tiempo que duré con la cuenta no se me cobró nada,Es poco complejo el menú de atención al cliente por el tema de la contraseña
1,3,10,5,buena respuesta,Todo bien
1,2,10,5,,
1,1,10,5,es un buen banco,ES QUE SIEMPRE PIDEN CLAVE
2,3,10,4,Por la versatilidad de su aplicación,
1,2,10,5,Buena atención,
1,1,10,3,,
1,1,10,5,Encontre atención dispuesta que me ayudo a solucionar el inconveniente que presentaba,
1,1,10,5,me parece que es muy bueno,mas asesores
1,2,9,5,X sus servicios,Seguir con el buen servicio
1,1,10,3,"Un poco demorado el acceso, por el numero de pasos a dar, pero se acepta al tener el buen servicio de la persona que nos atiende, haciendo olvidar lo largo del recorrido.","Por la experiencia vivida, quedo satisfecho y no veo necesidad de cambios."
1,2,10,5,Muy rápido y eficiente el servicio,Seguir contigo n mucho entunciasmo la atención a los clientes
2,1,9,3,,
1,2,10,5,"Solucionar es indispensable y eso fue lo que recibí.
Gracias",La atención telefónica siempre es buena
1,1,9,5,Fue buena la atención y me ayudó a solucionar y entender procedimientos,
2,2,10,5,Amabilidad y resolución,El servicio estuvo bien
2,1,10,5,,
1,3,10,5,Buena atencion,
1,1,10,5,Respuesta oportuna,Mejorar capacidad de Recepcion de llamadas
1,1,9,4,,
1,3,10,5,"porque el asesor fue acertado y efectivo en darme la solucion a tres inquietudes, de las cuales una, tenia mas de un año sin resolverla",Tener agentes eficientes como leonardo Guevara qu fue la persona que me atendio y resolvio todas mis inquietudes.
1,3,10,5,"por los medios de comunicacion , son mas rapidos la linea telefonica",
1,1,10,3,Siempre ha sido un gran respaldo y de excelente servicio el producto,Así está bien
1,1,9,4,,
1,3,9,3,,
1,2,9,5,Atencion al cliente,Seguir mejorando y hacer que el usuario tenga mas facilidad para resolver sus inquietudes.
2,1,9,3,Notmal,Normal
1,3,10,5,"No obstante la función de varias oficinas en la oficina de chapinero - Lourdes, la sucursal aumento como es era de esperar, aunque por mi experiencia en el sector financiero, debía la entidad de realizar un estudio más cuidadoso para no afectar el servicio bancario.",No tengo más sugerencias
2,1,10,5,Servicios ágiles y oportunos con tasas de interés justas,"Enviar mensaje de ofertas, sobre campañas de compra de cartera, con tasas de interés favorables"
1,2,10,4,,
1,3,10,5,Es fácil medios de pago un poquito complicado el colcenter pero ahí se va adaptando uno,Un crédito con interés blandos para los clientes que llevamos más de 15 años con el banco
1,2,10,5,Muy buena la atención,"Nada ,todo muy bien"
1,1,10,3,,
2,3,10,5,"Me atendieron súper bien 
Eficientes 
Me resolvieron 
De verdad quedé gratamente satisfecha",En esta ocasión todo perfecto
1,1,10,5,Buena y rápida atención,
1,2,9,3,,No tener que esperar tanto para que te atienda el asesor
1,3,10,5,Porque hasta hora me han dado solución a cualquier inconveniente que presentó y los servicios son excelente,Para mí todo está muy bien me han dado solución cada situación que he tenido y muchas gracias por su excelente servicio
2,3,10,5,Rapidez,"Espero que me resuelvan la devolución, de un producto que finalmente no realizo y la compañía efectuó, el documento, solo falta que ustedes la hagan efectivo, valor 808000"
2,2,10,3,,
1,3,10,5,Muy buena la atención,Nada
1,3,10,5,Atención rápida y oportuna con relación a un fraude que me hicieron con la tarjeta de crédito,
1,3,10,5,,
2,3,9,5,Por que hicieron todo lo posible por gestionar y solucionar de manera rápida y eficaz,
1,2,10,5,Por la respuesta pronta,
1,2,9,3,,
1,2,9,5,,Mejorar el IVR
1,2,9,3,,"Qué en vez de decirle al cliente ""llame de nuevo"", sus asesores puedan hacer un seguimiento a los casos"
1,1,10,5,Se dio solución a la situación presentada,
1,3,9,4,Rapidez y claridad en la información consultada,
1,2,9,3,"Siempre he tenido productos con el banco, a sido bueno el servicio al cliente",Ampliar horarios de atención
1,2,9,5,,Que siempre un asesor persona natural este disponible para escucharlo a uno y no siempre sea una computadora.
2,3,10,5,"Por la eficiencia y amabilidad de los acesores, respuesta clara de la consulta",El servicio fue satisfactorio
2,1,9,4,Buena atención y trato especial,Prestar atención a los requerimientos del cliente y resolverlos en forma más agil
2,2,10,5,"Cumplió mis expectativas: Cambio de segmento en mis TC, ágilmente.",Pago de Amex desde la app con PSE.
1,2,10,3,,
2,3,10,5,,
1,3,9,5,buena atencion,poner mas asesores y que la llamada no se desvie tanto
2,2,10,3,"Es lo mismo. 
Los asesores son muy formales, pero no todos saben lo mismo y dejan esperando mucho tiempo en línea por no tener conocimiento del proceso por el cual uno llama, le dicen a uno que vuelva a llamar que ya estará listo el proceso y uno llama para hacer lo mismo y empezar de cero.","Darles más inducción,  orientación y capacitación a los asesores"
2,2,10,3,Es lo mínimo que deben hacer en la.linea de soporte y servicio al cliente,
1,3,10,5,Muy buena,.
1,2,10,5,La atención y soluciones de las inquietudes las solucionan de buena forma,Hasta el momento nada
2,3,9,3,Era una consulta,Estuvo bien
1,1,10,3,,
2,3,10,3,,
1,1,9,5,Por que está muy buena,
1,2,10,5,"La atención del asesor, fue cálida, exacta, respetuosa y en términos claros. El tiempo de espera fue breve. Y el menú es específico.
Gracias!","Por ahora no tengo sugerencias al respecto! Ustedes son uno de los mejores bancos del país. Diría que el número dos, al menos en mi experiencia. Gracias."
1,2,9,3,.,
1,2,10,5,Siempre he tenido buena atención,
1,2,10,5,Excelente servicio,Menos tiempo de espera en llamada
1,2,9,5,Buena atención,Más rapidez para contestar
1,2,10,5,Fue rápido y clara la atención,Todo está bien
1,1,10,5,,
1,1,10,5,Por se ajiles y concisos gracias,Continuar con su buena gestión
1,1,10,5,-,Todo perfecto
1,2,10,4,Interés muy alto y la cuota de manejo alta,
1,1,10,5,"Buena atención, siempre ayudan",Ninguno
1,2,9,4,,
1,3,10,5,Son Muy rápidos para Asesorar,Nada ya lo hacen
1,3,9,5,Por la atención y la asesoria,
1,3,10,5,,
2,1,10,5,la funcionaria se mostro presta para solucionar todas mis inquietudes,No cambiar el servicio que tienen
1,3,9,5,Ofrecen muy buenas alternativas sin tanto documento y el proceso muy rápido,Lo único que yo podría agregar seria línea de teléfono que le permita realizar una llamada más rápida
2,3,9,4,Un poco demorados en los diferentes  pasos del sistema,Simplificar el trámite para las diferentes consultas  que hacen los clientes
1,2,10,1,Me dieron solución ami solicitud,Q le den al cliente una información clara para no perder tiempo
1,1,10,5,Muy buena la atencion,no cobrar cota de manejo de las tarjetas y aumentar el cupo
1,1,10,5,,
1,1,10,5,Porque me atendieron mi solicitud en forma amable y eficaz,Por el momento así esta bien. Gracias.
1,2,9,4,,
2,1,10,5,Por la efectividad y rapides conque obtuve la información solicitada,Continuar resolviendo las inquietudes solicitadas de manera significati
2,1,10,5,excekente,nada
2,1,10,5,,
1,1,9,5,Servicio x parte del asesor en su momento...,"Ser 10 en todo es complicado
Un asesor d información a veces
Dependiendo d la sede es insuficiente
Validar más personal....."
1,2,10,5,Por la rapidez y la amabilidad,"Conservar gente amable y paciente en las líneas como Yeison Molina, el asesor que me atendió"
2,2,9,4,Muy facil la comunicacion cualquier problema se soluciona rapido en la audiolinea,Ser un poco mas cortos el proceso de general la clave de la audiolinea
1,3,10,5,Por la atencion prestada,Abrir mas puntos de atencion
1,2,10,4,por qué están disminuyendo los beneficios,"Mantener los beneficios ofrecidos con la vinculación, y mejorar para los clientes antiguos, no desmejorar los beneficios"
1,3,10,5,Excelente atención fácil rápido y seguro,Nada
1,1,9,5,La asesora da la información acertada,Todo esta bien
1,3,10,3,,
2,1,10,5,,
1,3,9,3,,
1,1,10,5,Buena atención y me resolvieron todas mis dudas,
1,1,9,4,,
1,2,10,5,,
