segment,answerDate,NPS,impactInteraction,reason,improvement
1,3,10,5,Buen servicio,Ningun comentario
1,1,10,5,Excelente atención,Quede muy conforme
1,2,10,5,Buena atención,Así están bien
1,3,10,5,Atencion,Más promociones y precios competitivos
1,1,10,5,Buena atención,
1,2,9,3,Muy demorada la atencion,En temporada se debería activar el funcionamiento de todas las cajas
1,3,10,5,Buena atención,muy buena atención
1,1,10,5,Buena atención,Seguir con la exelente atención
1,2,10,4,Excelente atención,Estuvo muy bien
1,3,9,4,Atención rápida,",,"
1,1,10,5,Excelente servicio,Tener un poco mas de cuidado con el sistema informatico
1,2,9,4,Buen servicio,
1,3,10,5,Excelente servicio,
1,1,10,5,Excelente atención,
1,2,10,5,Rápida atención,Dar tinto
2,3,10,5,Buena atención,Seguir con esa buena  amabilidad
2,1,10,5,Excelente atención,
1,2,10,5,Por la atención,Ofrecer Tito o gaseosa
1,3,10,5,Buena atención,Así está bien
1,1,10,5,Buen servicio,Mantener la calidad
1,2,10,5,Atención rápida,Aumentar el cupo de mi crédito
1,3,10,5,Muy buena atención,
1,1,10,4,Buena atención,Esta bien
1,2,10,5,Atención rápida,Así esta bien
1,3,10,3,Buen servicio,Todo esta muy bien
1,1,10,5,Excelente atencion,
1,2,10,3,Todo normal,Más cajeros  en el banco en fechas especiales.
1,3,9,5,Muy buena atención,
1,1,10,3,La atención igual,Agilizar la atención al cliente
1,2,9,4,Fue rápido el servicio,
1,3,9,4,Buena atención,
1,1,10,5,Buena atención,Para esta muy bien así
1,2,9,5,Atención rápida,Más asesores
2,3,10,4,Buen servicio,
1,1,10,5,La atención,Poder hacer mas cosas con la aplicación
1,2,10,5,ok,ok
1,3,10,5,Buena atención,
1,1,10,5,Excelente servicio,Rapidez en atención por turno
2,2,9,5,Me atendieron bien,Que la atención telefónica sea mejor
2,3,10,5,Buen servicio,"Así está bien,son atentos"
1,1,10,4,Muy buena atencion,Un poco más ágil tarde mucho en hacer mi trámite
1,2,10,5,Excelente atención,Seguir igual de atentos con los clientes
1,3,9,5,Buena atencion,Si pueden aumentar me un poco el cupo me gudtaria
2,1,10,5,Excelente atención,
1,2,9,3,Na,
1,3,10,5,Muy buena atención,
2,1,9,5,Buena atencion,
1,2,9,5,Muy buena atención,No sé aún. Es la primera vez que tengo contacto con la.entidad.
1,3,10,5,Buena atencion,Así está bien
1,1,9,5,Atención,Mantener el nivel de atención
1,2,10,5,Muy buena atención,Seguir así de amables día a día
1,3,10,5,Excelente servicio,
1,1,10,5,Excelente servicio,
1,2,10,5,Muy buena atención,Así está bien
1,3,10,5,Buen servicio,Así está bien
1,1,10,5,Buen servicio,
2,2,10,5,excelente atencion,
1,3,10,5,Servicio,
1,1,10,5,Todo bien,
1,2,10,5,Excelente atención,Todo muy bien
1,3,10,5,Muy buena atención,
1,1,10,4,Buen servicio,Horarios mas flexibles
2,2,10,5,Buen servicio,Que haya más personal
1,3,9,4,Buen servicio,"Nada en especial , más rapidez"
1,1,10,5,Excelente atención,
1,2,9,5,Buena atención,
2,3,10,3,Siempre la atención es buena,
1,1,10,3,Todo normal,Estuvo bien la atención
1,3,10,5,Buena atencion,Seguir ogual
2,1,10,5,Buen servicio,
1,2,9,5,EXCELENTE ATENCION,TODO ESTUVO BIEN
1,3,10,5,Buena atención,
1,1,10,5,Buena atencion,Por ahora todo bien
2,2,10,5,Buena atención,Turnos
1,3,10,5,Muy buena atencion,Esta muy bien excelente
1,1,10,5,La atención,Reactivar mi cuenta de ahorros
1,2,10,5,Muy buena atención,Así está bien
1,3,10,5,Muy buena atencion,
1,1,10,5,Buena atencion,
1,2,10,5,excelente atencion,
1,3,10,5,Por la atención que me brindaron,Por ahora todo está bien
2,1,9,5,Buena atención,De momento todo bien
1,2,10,5,Buen servicio,Mantener buen servicio
1,3,10,4,Ninguna,Ninguna
2,1,10,5,Buen servicio,Que lleguen extractos
1,2,10,5,Buen servicio,Más cajeros
1,3,10,5,Excelente atención,
1,1,10,5,Excelente atención,
1,2,10,5,buen servicio,mas asesores
1,3,10,5,Buena atencion,Que hayan más cajeros
1,1,9,5,Buena atención,Mejorar horarios de atención
1,2,10,5,Excelente servicio,
2,3,10,5,MUY BUENA ATENCIÓN,
1,1,10,5,Excelente atención,Mejorar cada día más el recurso humano
1,2,10,5,Buena atención,Aumentar el personal de atención
2,3,9,5,Buena atencion,Nada
1,1,9,2,Mala atención,"No lo sé, comenzaría por colocar gente amable que sonría y que si no tiene la respuesta al menos intente buscar una solución"
2,2,10,3,Todo igual,Todo bien
1,3,9,3,Buena atencion,Cuando haya mucha fila habilitar más cajeros
2,1,10,5,Excelente servicio,Continuar con el servicio
1,2,10,5,Porque si,Nada por el momento
1,3,10,5,Buena atención,Esta bien asi
2,1,10,3,Me atendieron bien,Todo estuvo bien
1,2,10,5,Excelente atención,Lo que hacen está bien..
1,3,9,4,Buena atencion,
1,1,10,5,Excelente atención,Mejorar intereses
1,2,10,5,Buen servicio,Todo esta muy bn
1,3,10,5,buen servicio,un tintico gracias
1,1,9,3,Muy demorada la atención.,Agilizar
1,2,10,4,X,X
2,3,10,5,Buena atencion,Todo está bien
1,1,10,4,Buena atención,Se necesita un cajero electrónico para hacer depósitos en el centro comercial chipichape
1,2,9,5,Por la atención,Todo está bien
1,3,10,5,Muy buena atencion,Yo lo beo muy bien
1,1,9,4,Igual,Así está bien
2,2,10,3,Buena atencion,Más comunicación y mejores tasas de interés ya que necesito de su apoyo
1,3,10,4,Excelente servicio,Prioridad para el adulto mayor
1,2,9,5,Es bueno,
1,3,10,5,Buen servicio,
2,1,10,5,Excelente atencion,
1,2,10,5,Excelente atencion,
2,3,10,5,Excelente atención,"Tengo un bloqueo a mi juicio injustificado, pues creo siempre trato de cumplir con mis obligaciones y no se porque me niegan los servicios financieros que el banco brinda."
1,1,10,5,Excelente atención,Todo perfecto
1,2,10,5,Muy buena Atencion,
1,3,10,5,Muy buena atención,Todo muy bien
2,1,10,4,buen servicio,no tengo sugerencia en el momento
1,2,10,5,Buen servicio,
1,3,10,5,Buen servicio,Así está bien
1,1,10,5,Excelente atención,
2,2,10,5,Todo bien,Todo bien
2,3,10,5,Excelente atención,
1,1,10,5,Excelente atención,Más asesores. Hay momentos que se vuelve la atención muy pesada
1,2,10,5,por la atención,mas acesores
1,3,9,5,Buena atención,
1,1,10,5,Buena atención,Sigan así
2,2,9,5,Buena atencion,Todo bien
1,3,10,5,Buen servicio,Detalles
1,1,10,5,Excelente atención,Mejores beneficios para los clientes preferenciales
1,2,10,5,Buena atención,Todo bien
1,3,9,5,Muy buena atención,"Depronto en la app , poder pagar o abonar a la deuda del crédito rotativo"
1,1,9,5,buena atencion,brindar mejores beneficion financieros a quienes tenemos buen consumo y manejo de pago.
1,2,10,3,Nada,No
1,1,10,5,Sin comentarios,
1,2,10,5,Muy buena atencion,Todo estubo bien
1,3,10,5,Excelente atención,"No hay una sucursal en Belén, de Medellín"
1,1,10,5,Buen servicio,Tener una sucursal en usa
1,2,10,5,Excelente atencion,
1,3,10,5,Buen servicio,Menos filas
1,1,10,5,Buena atención,Todo está bien
1,2,10,5,Buen servicio,Tener soluciones no solo via telefonica sino presencial
1,3,9,5,Buena atencion,Horario extendido
1,1,10,5,Si,La tención fue demasiado buena
2,2,9,5,Atención rápida,.
1,3,10,3,Muy lenta la atención,Que sea más ágil la atención en ventanilla de atención dónde se firman los documentos
2,1,10,5,Buen servicio,Aaa
2,2,10,5,Buena atención,Todo está bien asi
1,3,10,5,Todo bien,
1,1,10,5,Buen servicio,Sin sugerencias
2,2,9,4,X,X
2,3,10,5,Excelente atencion,Todo bien
1,1,9,5,Ninguna,Ninguna
1,2,10,5,Buena atencion,Más personal para Aguilar servicios
1,3,10,5,Atención rápida,Lo encuentro bien
1,1,9,5,Buen servicio,"Más que en la oficina sería en mi cuenta de ahorros:
Es imposible hacer una transacción en las horas de la noche 
Me gustaría que se pudiera recargar la tarjeta de Transmilenio.me gustaría que hubiera más convenios con otras entidades de cajeros automáticos, no solamente con servibanca y una sola ves en el mes.
Esto nos facilitaría mucho y el banco tendría muchos más usuarios.
Gracias ñ."
2,2,10,5,Buena atención,Información oportuna
2,3,10,5,Excelente atención,
2,1,10,4,Buena atencion,Más empleados ñ9ñ
1,2,9,5,Buena atención,En servicio de caja
2,3,10,5,Buena atención,Nada
1,1,10,5,Rapidez en la atención,No aplica
1,2,9,3,,Mas rapidez en la atención
1,3,10,3,Sigue igual,dar cafe
2,1,10,5,Buen servicio,Tener más encuenta mi compromiso de seriedad con los servicios prestados por ustedes.
1,2,10,5,Buena atención,Más personas en caja
1,3,9,5,Excelente atención,
2,1,10,3,N.A,NO COBRAR TANTO POR TRANSACCION
1,2,10,5,Excelente atención,En horas pico colocar más cajeros para que el tiempo de espera no sea tan grande
1,3,10,5,excelente atencion,todo bien
1,1,10,5,Excelente atención,Me siento satisfecha con la atención
1,2,10,5,buena atencion,
1,3,10,3,Sigue igual,
1,1,9,5,buena atención,estuvo bien
3,2,10,5,Buen servicio,Seguir igual
3,3,10,5,Muy buena atencion,Yo creo que así está muy bien
1,1,10,5,Muy buena atención,Extenders los horarios
1,2,10,5,Muy buena atencion,Esta bien
1,3,9,4,Buena atencion,
1,1,9,4,Muy buena atencion,Todo muy bien
1,2,10,5,Muy buena atención,
2,3,10,3,Servicio rapido,No cobrarme cuota de manejo
1,1,10,5,Excelente atención,
1,2,10,5,Excelente atención,En el momento ninguna recomendación
1,3,9,3,Buen servicio,Más cajeros que no solo permitan retirar sino hacer pagos y consignaciones en el norte de Cali
1,1,10,5,Buen servicio,Exelente
2,2,10,5,Excelente atención,Ofrecer café de calidad
1,3,10,4,Si,Agilidad
2,1,10,5,Muy buena atención,Cada vez hay menos sucursales y hay que recorrer mucho en Bogotá
1,2,10,5,Buena atención al cliente.,Subir el cupo de la tarjeta de crédito.
1,3,10,5,Excelente atención,
2,1,10,5,Buena atención,
1,2,10,3,Es igual,"No cobrar cuota de manejo,y menos tener que hacer 7 compras para no pagar cuota de manejo"
1,3,9,5,Buena atención,
1,1,9,5,Excelente atención,La atención es oportuna y excelente 👌
1,2,10,5,Muy buena atencion,Todo esta muy bien
1,3,9,3,Todo normal,"Nada diferente, todo va bien"
2,1,10,5,Agilidad en la atención,"No, todo bien"
2,2,10,5,Excelente atencion,
1,3,9,5,Buena atencion,Ver mis movimientos
1,1,10,5,Muy buena atención,Así esta bien
1,2,10,5,Excelente atención,"Seguir así, muy bnos."
1,3,9,3,,Agilizar
1,1,10,5,Muy buena atención,Tener más personas en las cabinas cuando tengan mucho tráfico de personas
1,2,9,4,Buen servicio,Mejorar servicio al cliente.
1,3,9,3,Todo igual,Más cajeros en caja
1,1,10,5,Me atendieron bien,
1,2,10,3,Mucha demora en la atención,Habia 4 asesores pero solo 1 estaba atendiendo
1,3,10,4,Buen servicio,Todo está bien
1,1,10,5,Buena atención,Ok
1,2,9,5,Buena atención,Todo bien
1,3,10,5,Atención,Tasas de interés bajas
1,1,10,5,Buena atención,Seguí así con constancia y perseverancia
1,2,10,4,Excelente servicio,Por el momento he contado con lo que requiero
1,3,10,5,Buena atención,Resolver mis inconvenientes de una manera más rápida
1,1,10,5,Buen servicio,Todo ok
1,2,10,5,Buen servicio,Esta bn la atención
2,3,10,5,Por la atención,
1,1,10,5,,
1,2,10,5,Buen servicio,Implementar mejor atención al cliente
2,3,9,5,Excelente atención,Me parece todo bien
2,1,10,5,Fui bien atendido,Mejorar la atencion a las personas mayores
2,2,10,5,buen servicio,"que todas las cajas siempre funcionen, que siempre allá cajeros disponibles"
1,3,9,5,Muy buena atención,Más rápida la atención
2,1,9,3,Buena atencion,Todo bien
2,2,10,5,BUEN SERVICIO,MEJORAR EL TIEMPO DE ATENCION AL CLIENTE POR LOS ASESORES NO POR LOS CAJEROS
1,3,10,5,Buena atención,Mejorar la cuota de manejo de la tarjeta
1,1,10,3,todo fue Normal,Pienso que nada  todo normal
1,2,10,5,Buena atención,En consultas hay demora en la atención por cantidad de usuarios
1,3,10,5,Atención rápida,Así estubo bien
1,1,10,5,Buena atención,Más cajeros
1,2,10,1,Excelente atención,"Seguir atendiendo de la forma en que lo hacen, con mucho respeto amabilidad"
1,3,9,5,Buena atención,"Establecer linea de atención preferencial a los de tercera edad,discapacitados y madres gestantes."
1,1,10,5,Buen servicio,
1,2,10,5,Muy buena atención,Para mí poder hacer los pagos en mi pueblo y no viajar
1,3,10,5,Excelente atencion,Una sucursal más cercana
3,1,10,4,Buen servicio,Por el momento está bien así
1,2,10,5,Atencion,Mas empleados
1,3,10,5,Atención,Bajar las tasas
1,1,9,5,Buen servicio,Mantener el buen servicio en la oficina
1,2,10,5,Excelente atención,Todo está perfecto
1,3,10,4,Buena atención,Pues no todo está bien
1,1,10,5,Buena atencion,
1,2,10,5,Buena atención,Todo esta bien
1,3,10,4,Servicio,Más agilidad para llegar a la asesoria
1,1,10,3,Excelente servicio,Así está bien
2,2,10,3,Todo bien,Mejorar tiempo de atencion
1,3,10,5,Muy buena atención,
1,1,10,5,Excelente servicio,"Contraten más personal, la persona que me atendió muy amable pero se veía muy muy ocupado"
1,2,10,5,Buen servicio,
1,3,9,3,Excelente servicio,
2,1,9,5,Buena atención,Todo está bien
1,2,10,4,Muy buena atencion,
1,3,9,5,Rápida atención,"Se debe priorizar al adulto mayor,"
2,1,9,4,Buen servicio,Más calidez
1,2,10,5,Excelente atención,no tengo quejas
1,3,10,5,Buena atención,"No sea tan demorados los turnos, más personal."
1,1,10,3,Muchas fila,Más agilidad
1,2,10,5,bien,
2,3,10,5,Buen servicio,"Minimizar tanta tramitologia, los pagos sea via virtual, en depositario o en caja, se apliquen inmediatamente al producto en el caso de las tarjeta de crédito, para que los cupos quedan disponible, no esperar 24 o hasta 48 hora para ver reflejado los nuevos saldos"
1,1,10,5,Excelente atención,Todo está perfecto
1,2,10,5,Buena atención,Todo esta bien
1,3,9,5,Es bueno,Explicar mejor
2,1,10,5,Excelente servicio,Mejorar la atención por telefono
1,2,10,5,EXCELENTE Atención,Todo funciona perfecto muchas gracias
2,3,10,5,Excelente atencion,Estoy muy satisfecha
1,1,10,5,Excelente atención,
1,2,10,3,No solucionaron mi inquietud,Mejor orientación de los asesores y que no todo sea vía telefónica aun personas que nos gusta hacer las cosas personalmente
2,3,10,5,Atencion,Nada
1,1,10,5,Excelente atención,Todo está muy bien
1,2,10,5,Muy buena atencion,Darme la oportunidad de un crédito rotativo .
2,3,10,5,BUENA ATENCION,N
1,1,10,5,Excelente atención,Todo bien
2,2,10,4,excelente servicio,
1,3,10,5,N,"Actitud de las personas que atienden, algunos deben mejorar su actitud"
1,1,10,5,Buena atención,
1,2,9,5,EXCELENTE LA ATENCION,MAS TRABAJADORES
2,3,10,5,excelente atención,dar continuidad al excelente servicio
1,1,10,5,Buena atencion,Todo bien
1,2,10,3,,
1,3,10,5,Buen servicio,Me parececio muy amable el asesor
1,1,10,5,Buena atención,El horario extendido debería volver y atención los sábados
1,2,10,5,Excelente atención,Así está muy bien
2,3,10,5,Buena atencion,Hasta ahora todo bien
1,1,10,5,Muy buena atencion,Todo esta muy bien
1,2,10,5,Excelente atencion,Aumento del cupo credicticio
2,3,10,5,Muy buena atencion,Mantener el buen servicio
3,1,10,5,Excelente atención,Sin comentarios
1,2,10,5,Buena atencion,Todo está muy bien
1,3,10,3,,
1,1,9,4,Buena atencion,Ok
1,2,10,5,Excelente atencion,Mejorar tasas de interes
2,3,10,4,Buen servicio,En la oficina  de diverplaza colocar ➕️  asesores para  los clientes
1,1,10,5,Excelente atención,Más personal..
1,2,9,5,Buen servicio,
1,3,10,5,Buena atención,Continuar con la atención al cliente exelente
2,1,10,4,Muy demorado,Más rápido
2,2,10,5,Buena atención,Atender mas rápido
1,3,10,5,buen servicio,todo esta bien
2,1,10,5,Buena atención,Colocar más asesores para no tardar tanto en pasar
1,2,10,3,Sin comentarios,La atención estuvo muy bien
1,3,9,5,Buen trato,Dar más opciones de retiros en cajeros
2,1,9,3,sigue igual,colocar mas cajeros
2,2,10,5,Excelente atencion,muchas gracias por la atencion
1,3,10,5,muy buena atención,
1,1,10,5,BUENA ATENCION,
2,2,10,5,buen servicio,instalar mas cajeros consignatarios en la ciudad de Envigado Antioquia
2,3,9,3,todo igual,otra oficina en el centro
2,1,10,5,buena atencion,mejorar  con atencion personalizada
2,2,10,5,Excelente atención,
1,3,10,5,Buen servicio,Así está perfecto
2,1,10,5,Excelente atención,Todo muy bien
1,2,10,5,Rápida atención,
1,3,10,5,Bien,Lo mismo
1,1,10,5,Muy buena atención,Todo esta muy bien asi
1,2,10,5,Atención rápida,Seguir con el buen servicio
1,3,10,5,Excelente servicio,Están bien
1,1,10,3,Me atendieron rápido,Seguir igual
2,2,9,4,Buena atencion,Continuar con una buena politica
1,3,10,3,Na,
2,1,9,5,excelente servicio,"para mi suficiente y excelente el servicio, muchas gracias"
1,2,10,4,Si,Nada
1,3,10,5,Excelente atención,Aire acondicionado en la sede Parque Nariño
1,1,10,5,Excelente servicio,"Revisar el desbloqueo de mi targeta o me informen en que fecha puedo volver a utilizarla.

Gracias"
1,2,9,5,Rápida atención,
1,3,10,5,Excelente atención,Más rápido los turnos
1,1,10,5,Rápida atención,Tener en cuenta como prioritarios a los adultos mayores
1,2,10,5,Excelente servicio,Muy bien atendido y bien aconsejado por la persona que me atendió
2,3,10,5,Buena atención,
1,1,9,5,Buena atención,Calidad
1,2,10,5,Excelente servicio,"Por ahora nada, gracias"
2,3,10,5,excelente servicio,mejorar en la informacion que el cliente quiere
1,1,10,5,Muy buena atención,Todo bien
1,2,10,5,Excelente servicio,Seguir mejorando por beneficio de los usuarios
1,3,10,5,Excelente servicio,
2,1,10,5,Muy buena atención,
1,2,10,5,,Asesores otro
1,3,10,5,Excelente servicio,
1,1,10,5,Buena atención,Continuar asi
1,2,10,5,Excelente servicio,
1,3,10,5,Excelente atencion,Nada todo esta muy bien
2,1,10,4,Excelente atención,
1,2,10,5,Excelente atencion,Todo muy bien gracias
1,3,10,5,Muy buena atención,
2,1,10,5,Excelente atención,Ok
1,2,10,5,Excelente servicio,
1,3,10,4,Na,Agilizar todo online
1,1,9,4,Buena atención,
1,2,10,5,Buen servicio,Lograr bajar los intereses
1,3,9,5,Me atendieron bien,Todo esta bien
2,1,10,5,Buena atención,Tener un auxiliar  orientar al cliente
1,2,9,4,Buena atencion,Ser muy amables
2,3,10,5,Buen servicio,Seguir con el mismo ritmo
