propName,segment,interactionDate,NPS,reason_Verbatim ,improvement
1,2,3,10,No acostumbro usar efectivo en lo posible compro todo con tarjeta,
1,1,1,9,,
1,1,2,10,Ex ente servicio,
1,1,3,10,,
1,1,1,10,Muy buen servicio y agilidad en las respuestas,
1,2,2,10,,
1,1,3,10,Facil,
1,1,1,10,Seguridad,Que se pueda tener en billetera virtual del iPhone- wallet
1,1,2,10,Excelente por qué después de 7 comprar sin importar el valor no cobran cuota de manejo.,
1,1,3,10,.,
1,2,1,10,Todo bien,
1,2,2,10,Claridad y educación en el servicio,
1,1,3,9,,
1,1,2,10,,
1,1,3,10,El servicio es extraordinario.,Lo importante es el servicio...por favor mantenerlo y la buena actitud de los trabajadores...
0,1,1,9,,
1,1,2,10,,
1,1,3,10,Es excelente y es una gran tarjeta,
0,2,1,10,"Me pareció muy claro el proceso, y sencillo de usar.

Es probable que lo recomiende,",
1,2,2,9,Por que existe la posibilidad de no pagar cuota de manejo,No cobrar la sobre tasa en compras internacionales
1,1,3,10,Buen servicio y maneja el tema de seguridad muy bien,Todo está muy bien
1,2,1,10,Muy respetuoso el trato con la persona.,Que los extractos de los productos financieros sea más fácil emitirlos en la aplicación
1,1,2,10,,Hasta ahora todo bien
1,2,3,9,"Si está en movimiento, no me cobra cuota de manejo",Que las actualizaciones de saldos por compras o pagos sean en tiempo real...
1,1,1,10,Buen producto,
1,1,2,10,,
1,1,3,10,Muy Eficiente,QUISIERA TENER UN CUPO MÁS ALTO
1,1,1,10,Servicio,Más  información
1,1,2,10,Nunca he tenido un problema con el uso en ningún establecimiento,
1,2,3,10,"por seguridad, economía y  facilidad",bueno lo que mas molesta es el tema de la cuota de manejo que no debería existir
1,2,1,10,La eficacia,Ampliar 3l cupo
1,1,2,9,Buen cupo,Exonerar de cuota de manejo
0,1,3,10,Pues a mí es la primera vez que me dan la oportunidad de tener una tarjeta de crédito y solo por ese hecho es gratificante así que me siento muy agradecido con el banco,
0,1,1,10,Por su confialidad,
1,4,2,10,"Fácil uso, intuitivo",
0,1,3,10,Excelente servicio,
0,2,1,10,Buen servicio,
1,4,2,10,Nunca me ha fallado,
0,1,3,10,,
1,1,1,10,,
0,1,2,9,Es exelente por todos los beneficios que me brinda,
0,2,3,10,Atención rápidas.,
1,2,1,10,"Fácil de usar, pagar y la oportunidad brindada para tener un respaldo financiero",Poder tener un mayor cupo de avance en mi tarjeta de LifeMiles
1,1,2,10,Me ha dado muchos servicios! Pero me gusta el tema del avance,Bajar taza de interés a clientes fieles
1,1,3,10,no tuve ningin problema,
0,1,1,10,,
1,1,2,9,Me gustan los beneficios que tienen y los canales de atención son Buenos,
1,4,3,10,buen servicio excelente banco buenas opciones en el comercio para utilizar la tarjeta,Seguir siempre con el buen servicio como hasta ahora lo han logrado
0,1,1,10,excelente asesoría y servicio de la asesora victoria hurtado de la Sucursal Unicentro,
1,1,2,10,Tiene buena cobertura,
1,2,3,10,Por que a mi me ha ido muy bien con ella,
0,1,1,10,Muy eficiente,
1,2,2,10,"Por la seguridad que ofrece, por los puntos por la utilización y por lo que representa el banco en el mercado financiero.",ninguna
1,1,3,10,,
1,1,1,10,Fácil de usar,
1,1,2,9,Es un buen producto y tiene un buen respaldo,
1,1,3,9,Porque es una entidad sólida y segura,"Excelente la opción de prender y apagar las tarjetas inmediatamente antes y después de 
su utilización. Eso infunde tranquilidad y seguridad. Entre más medidas de seguridad, mucho mejor"
1,1,1,9,Están muy atentos a ofrecer alternativas de pago . Pero es un poquito demorada las respuestas,No delegar procesos de cobranzas a otros pues esto implica costos inecesarios
0,2,2,10,Por el servicio prestado por los accesores y las diferentes garantías qué hay en los establecimientos al hacer compras,
1,1,3,10,Todos los meses hago el pago del servicio de telefonía movil por este medio de forma ágil y segura,
1,2,1,9,Me parece una buena opción tener una tarjeta de crédito de su banco,Solo tengo relación comercial y bancaria con ustedes no uso otros bancos
1,2,2,9,Buena atención,En general considero estar recibiendo muy bien servicio y
1,1,3,9,La uso sin problema en cualquier sitio,
0,1,1,10,Buena atención y calidad del funcionario,
0,2,2,10,"Muy fácil el proceso, ágil y confiable,",
1,2,3,10,funciona,
1,2,1,9,,Los Cash bach no son puntuales con la redencion
1,2,2,10,La facilidad en la obtención de cualquier transacción.,Una mayor disposición de disminución de intereses en compras a largo plazo en comercios afiliados a ese red bancaria.
1,1,3,10,Muy practica,Mejorar los tiempos de espera en la atencion al cliente
1,1,1,10,Buena atención y cobertura,
1,1,2,9,,
1,1,3,10,Conveniencia..,
1,1,1,9,,
1,1,2,10,Confiable y uso rápido,Todo bien
1,1,3,9,"Buen servicio, notificaciones suficientes y a tiempo, canales online ágiles de consulta, pagos, bajos costos que se deben mantener","Mejorara información de puntos acumulados o convenios (millas, gasolina...)"
1,1,1,10,Excelente cervicio,
1,2,2,9,"Aceptada en todos lados, es segura bajo buen manejo, acumula puntos y la disponibilidad de crédito es plena",Bajar las tasas!
1,2,3,10,Por su excelente servicio,
1,1,1,10,me va muy bien,me siento satisfecha
1,1,2,10,Aceptación en varios sitios,Bondades y valores agregados
1,1,3,10,,
0,1,1,9,Fui bien atendido.Espero que así sea todo lo demás.,
1,2,2,10,,
1,1,3,10,No he tenido problemas con el uso de las tarjetas.,Bajar las tasas de interés
1,1,1,10,"Me llega notificacion al celular y al email, asi que puedo reaccionar si hay algun cobro no reconocido.","Hacer el corte del 1 al 30-31 de cada mes. Asi realmente se cuanto consumo mensualmente y dejar de hacer esos cortes de "" el x vienes de cada mes"". Es complicado planear asi. Ademas cuando hay cambio de año es un problema saber los saldos al 31 de diciembre."
0,2,2,9,Excelente y ágil proceso,
0,1,3,10,Porque me a gustado mucho el servicio las app  son muy buenas y fáciles de usar,
0,1,1,10,,
1,1,2,10,SENCILLAMENTE PORQUE ES MI BANCO,"AMPLIAR MI CUPO, NO SE COMO PODRIA SOLICITARLO"
1,1,3,9,Fácil de usar,
1,1,1,10,"Los convenios y beneficios en tiendas metro.
Su interés es un poco más bajo que otras tarjetas.
No cuota de manejo por 4 compras al mes sin importar el montó de la compra.",Vero cuota de manejo sin necesidad de realizar compras mensuales
1,1,2,10,Me facilita mis vompras,
1,1,3,10,excelente atención telefónica.,los intereses son bastante altos. podrían al menos pensar en algún producto que se le pueda dar a los clientes como para compensar esa parte
1,1,1,10,"Siempre está disponible
Puedo evitar cobro de la cuota usándola 7 veces",En el momento me siento a gusto
1,1,2,10,,
1,1,3,10,Por su rapidez en autorizar mi compra,
1,2,1,10,"Excelente servicio, la he usado en el exterior sin problema ninguno",
1,2,2,10,Calidad,Quitar la cuota de manejo
1,2,3,10,Excelente,Por ahora todo bien!!!
1,1,1,10,Por que es muy segura,Que las fechas de corte y pagos no sean iguales con el fin de cumplir correctamente con dichos pagos
0,2,2,9,Buen servicio de la promotora y el proceso fluye rapido,
0,2,3,10,Atención y cumplimiento,
1,1,1,9,Mi solicitud fue el envío del extracto y me llegó en tiempo record,
1,2,2,10,"Estoy contento con el servicio, la oportunidad, la calidad, la atención.",Me encantaría una atención personalizada.
1,1,3,10,No hay cuota de manejo,No quitar la exoneración de la cuota de manejo
1,4,1,9,Siempre está disponible,
1,2,2,9,Me gusta la seguridad que me han brindado,Nada. Todo está bien
1,2,3,9,Facilidad en los procesos,Reducir las tasas de interes
1,2,1,10,,
1,2,2,10,Hasta Ahora Me Ido Bien,Bajar Intereses Mul Altos Sobre Todo Cuando Se Hace Una Refinación En Vez De Bajar La Cuota Antes Sube En Ese Sentido No Se Vé El Beneficio De Rebajar La cuota Para Mí Este Proceso Solo Le Sirve Al Banco Para Más Intereses El Cliente no se Beneficia Antes Es Peor
0,1,3,10,Por su buen servicio,
1,1,1,10,siempre buen servicio,
1,2,2,10,Muy buen servicio,Millas
1,1,3,10,Por los buenos servicios que prestan,Creo que la información es clara
1,1,1,10,Porque no he tenido ningún problema al utilizar la tarjeta,Hasta ahora no he tenido inconvenientes en el manejo de la tarjeta de credito como para proponer alguna mejora
0,1,2,10,Yeison es un excelente funcionario a tenido paciencia para nosotros,
1,4,3,10,"Facilidad de uso, confiable",
1,1,1,9,Buenos beneficios,"Quitar la cuota de manejo dela tarjeta
Cencosud"
1,1,2,10,"Buen servicio, personal muy capacitado para resolver las dudas que se presentan, variados productos","Por el momento, me siento satisfecho con los servicios prestados"
1,1,3,10,Me ha ayudado mucho,
1,2,1,9,El servicio es muy bueno para cuando se necesita,Todo esta muy bien
1,1,2,9,DESCUENTOS JUMBO,
1,1,3,9,Fácil manejo de pagos,Eliminar ese seguro
1,1,1,10,"Por la buena atención y servicio, gracias",
1,2,2,10,Cumple las expectativas,Sin comentarios
1,1,3,10,"Practica, fácil, de gran aceptación en el comercio
Grandes beneficios",
0,2,1,10,efisiente,
1,2,2,10,excelente servicio,quisiera tener un cupo un poco mayor por cuanto la utilizo en mi empresa
1,2,3,9,Confianza y seguridad en las verificaciones. Que realiza x su uso,
1,2,1,9,,Eliminar la opción de compras minimas mensuales para evitar el cobro de la cuota de manejo; es tedioso estar verificando el numero de transacciones mensuales; esto hace que se utilicen tarjetas de otras instituciones
1,2,2,9,Funciona bien,"El costo de las transacciones internacionales es el más alto del mercado, no debería ser así"
1,1,3,10,"Siempre me acompaña
 Nunca he tenido problemas",No se me ocurre nada
1,1,1,10,Muy buen servicio,Todo está bien
1,1,2,10,,"Al ser una tarjeta black , la cantidad de millas acumuladas por cada dolar debería ser un poco mas alta"
1,2,3,10,Excelente tarjeta de crédito con buenos beneficios,Utilizar un código de seguridad variable
1,2,1,10,Muy práctico. Me permite realizar compras oportunamente y compartir mi cupo con familiares,No estoy de acuerdo con los cobros que hacen por las compras en el exterior
1,1,2,10,Facil y agil,Que los intereses no sean tan altos
0,1,3,10,Buen servicio de los asesores,
1,1,1,10,Porque pas entodos los establecimientos y tiene marvillosos descuentos,
0,1,2,10,Excelente servicio,
1,2,3,9,,"Mi otra tarjeta esta exonerada, la use o no."
1,1,1,9,"Me va bien con la tarjeta, siempre que he buscado apoyo de ustedes lo he encontrado.",Que siempre los intereses de la compra de cartera y otros sean mas bajas. Quiero conocer sobre puntos o milla que se adquieren por uso.
1,2,2,10,,
1,1,3,9,"Por los beneficios en compras en jumbo
Más que todo por eso es que tengo la tarjeta
Y porqué no me piden mínimo de compras
Y no me cobran cuota de manejo",
0,2,1,10,Por la atención. Llegó a mi lugar de residencia. Excelente cupo,
0,2,2,9,Facilidad y la atención del asesor,
1,1,3,9,Me gusta usar esta tarjeta por las promociones en jumbo,"Estoy satisfecha con mi tarjeta
A"
0,1,1,10,Es muy fácil de sacar,
1,1,2,9,Hasta el momento todo funcionando,Pueden mejorar su competitividad en el mercado
1,1,3,10,Llevo años con uds y me ha ido bien,Bajar los intereses
1,1,1,10,Porque encuentro todo lo que necesito,Me siento satisfecha con sus servicios
0,2,2,10,,
1,2,3,10,Buena atención y fácil manejo de los productos,
0,1,1,10,Porque fui muy bien asesorada aclarando todas mis dudas y explicando todos los beneficios,
1,1,2,10,Es muy práctica  y facil tenerla si la saben utilizar,Los intereses muy alto para hacer avanse
1,1,3,10,"Es una tarjeta confiable y segura para usar en cualquier  país.  la reciben sin problema  en todas partes  como restaurantes, tiendas, transportes etc etc.",No cobro de cuota de manejo en ambos casos con uso y sin  uso.
1,1,1,10,,
1,1,2,10,,Todo bien felicitaciones
1,1,3,10,Es una entidad con todo el respaldo,Me gustaría contar con un cupo más alto
1,1,1,9,,Quitar la cuota de manejo aun sin ser utilizada
1,1,2,10,Sin problema,
0,1,3,9,Acceso rápido,
1,2,1,10,,
1,1,2,10,primero porque me gusta y segundo porque debo realizar 7 transacciones (SIETE) demasiadas para ser eximida de la cuota de manejo,siendo una cliente tan antigua y cumplida con mis obligaciones la cuota de manejo deberia ser mas facil de solicitar
1,1,3,9,Es fácil de utilizar en cualquier tipo de comercio,"Cuando hago abonos a la tarjeta, no son explícitos en la forma como aplicación los valores"
1,1,1,9,Porque siempre que pago con ella no tengo inconvenientes,Me gustaría que me exoneraran del pago de la cuota de manejo siendo una persona tan cumplida y que tengo 86 años de edad
0,1,2,10,Porque la asesoría recibida me permito aclarar muchas dudas y estar segura de tomar la decisión de adquirir un producto aún cuando estaba decidida en no tener ninguno,
1,1,3,9,Excelente servicio,
1,1,1,9,Hasta el momento no he tenido inconveniente con ella,
1,1,2,10,POR SU SERVICIO Y EXCELENCIA ATENCION,
0,1,3,10,Por la amabilidad de las personas que me atendieron,
0,3,1,9,En la ciudad de santa marta ofrecen muy buena calidad frescura,
0,1,2,9,Me pareció muy buena la atención de la persona que me abordo para  obtener la tarjeta,
1,1,3,9,Son muy buenos los veneficios,
1,1,1,10,Por todas las promociones me  encantan,
1,1,2,10,CON LA TARJETA HE OBTENIDO EXCELENTES DESCUENTOS.,"REDUCIR EL COSTO DE LOS INTERESE CUANDO UN CLIENTE, COMO YO, LLEVA TANTOS ANOS CON UTILIZANDO LOS SERVICIOS. TENER MAS BENEFICIOS."
1,2,3,10,Me gusto q al realizar una compra con mi tarjeta e credito me llamaron para confirmar si era yo quien estaba haciendo la compra y eso me da seguridad,NO ESTOY DE ACUERDO QUE ME HAYAN BAJADO EL CUPO DE MI TARJETA DE $10.000.000 ME LA BAJARON A $7.200.000 Y NECESITE COMPRAR UN VIAJE AL EXTERIOR Y EL CUPO NO ME ALCANZO.
1,1,1,10,,
1,2,2,10,"Su servicio es excelente, tiene buenos asesores y horarios extendidos, me gustaría que bajarán las tasas de interes, gracias",Que la cuota de manejo no sea cobrada pues sus intereses son muy altos
0,1,3,9,,
1,1,1,9,Elegí ésta tarjeta porque tengo varios beneficios en comparación con otras,
1,1,2,10,,
1,1,3,10,Trae muchos beneficios en cuanto a los descuentos a los que podemos aceder,
1,1,1,9,,
1,1,2,9,,
1,1,3,9,"Es una buena tarjeta de crédito, si realizas compras no te cobran cuota de manejo y acumulas millas. Por estas razones fue que la adquirí y me gusta mucho",
1,1,1,10,Una forma muy fácil y segura de comprar con la tarjeta Scotiabank Colpatria,
1,1,2,10,atencion en la linea para asesoria en procesos,
1,2,3,10,Nunca he tenido problemas al momento de pagar con mi tarjeta de crédito y eso hace que sea más confiable usarla en establecimientos comerciales.,
1,1,1,10,"Facilidad de uso, cero cuota de manejo, cupo",
1,1,2,10,Por que hay muy buenas ofertas pagando con la tarjeta,Me gustaría tener un cupo más amplio
1,2,3,9,Me parece que el banco tiene buen programa de fideliza Ivón y servicio,Davivienda y Av villas dan mas millas por cada dolar
1,2,1,9,Pues la tarjeta siempre me ha funcionado bien,Me parece que todo está bien 👍
1,1,2,10,"Muy probable, ya que es fácil de usar, y su plataforma es segura",
0,1,3,10,Validan bien la capacidad de pago,
1,2,1,10,Es una entidad q busca ayudar a sus clientes,
1,1,2,10,Porque hasta el momento me siento bien para utilizar la tarjeta en lugares que asisto a compras.,
1,1,3,9,Es buena,
1,1,1,9,Muy buena,Exonerar cuota manejo
1,1,2,10,,
1,2,3,10,,
1,1,1,10,Porque si la uso más de siete veces al mes no me cobran cuota de manejo y me ha resultado muy buena cuando la uso fuera del país.,"No tengo queja, todo muy bien gracias!"
1,1,2,10,La pude utilizar sin ningún problema en otro país,
1,1,3,10,Funciona perfecto,
1,2,1,10,Servicio agil,
1,1,2,10,Siempre me va bien al usar mi tarjeta de crédito,No tengo claro lo de las millas que se generan con mi tarjeta
1,1,3,10,Útil,
1,1,1,10,Facil Movimientos,
0,1,2,10,Exelente servicio por parte de la asesora Andrea Lozano,
0,1,3,10,Porque es poco el tramite para obtener la tarjeta de crédito con nuestro banco Scotiabank Colpatria y los beneficios que ofrece son muchos.,
1,1,1,9,Es rápido,
1,1,2,9,,
1,2,3,10,"son muy seguros las transacciones. siempre tiene línea y la atención es muy buena. 
Se pueden usar en cualquier establecimiento, en cualquier ciudad del país, también tiene cobertura fuera del país.",
1,2,1,10,Fácil,
0,2,2,10,,
0,2,3,10,Excelente oportunidad,
1,1,1,9,El manejarla por banca virtual ha sido muy bueno y he encontrado asesoría oportuna,Aumento de cupo
0,1,2,10,Por que me colaboraron con un problema que se me presento para recibirla,
1,1,3,10,Es una buena opción,Así está bien
1,2,1,10,Informacion sobre posibles fraudes. Avisos sobre lo que debe hacerse o no para evitar engaños.,
1,1,2,9,Por que no cobran manejo,Rebajar el valor de los intereses y no cobrar cuota de manejo
1,1,3,10,Por q es fácil no es tan alta la tasa de interés,
1,2,1,10,"Aceptada en todos los comercios,",
1,1,2,9,,
0,1,3,10,"No toca hacer tanto tramite para poder obtenerla, me gusta muchísimo la opción de compartir mi cupo, puedo usarla en cualquier comercio y hasta el momento ah sido la mejor tarjeta de crédito que eh obtenido.",
0,1,1,10,Es muy sencillo el tramite,
0,1,2,10,"Un plus qué es muy bueno es el no cobro de la cuota de manejo sin embargo solo llevo un mes, espero descubrir más beneficios para así poder hablar más de este producto y que sean favorables",
1,2,3,10,Me gusta la atención,
1,1,1,10,,
1,1,2,9,NO TUVE NINGUNA NOVEDAD,
1,1,3,10,,
1,1,1,9,tiene muy buenas ofertas,"Que el uso minimo de transacciones por tarjeta se tenga encuenta el corte de consuo y no el mes, es decir si el corte de la tarjeta es del 15 enero al 15 de febrero, todos los movimientos que se hagan en ese tiempo se tengan encuenta para los movimientos minimos para el no cobro de cuota de manejo, y no por mes del 1 ene al 31 ene"
1,1,2,9,,
0,1,3,10,"Muy rápida, eficiente, sin demoras ni tanto papeleo. Estoy muy contenta. Excelente!!!!",
1,1,1,9,,
1,1,2,10,"No tiene cuota de manejo, bajos intereses, cumplimiento",
1,1,3,10,Muy buen servicio en todo,"Que lleguen los extractos al correo cada mes puntualmente, he tenido inconvenientes por esto."
0,1,1,9,"Fue buena, rápida y clara",
1,1,2,10,Por comodidad,
0,1,3,10,Buena atención y experiencia,
0,1,1,10,Fue fácil el proceso y la entrega de la tarjeta muy rápido!!!!,
0,1,2,10,"Intereses, práctica, realiza avances",
1,1,3,10,,
1,2,1,10,Si funciona bien y no he tenido contratiempos.,"Soy usuario de avances y suelo hacerlo a una cuota pero la opción no es puede, y llamar para cambio es difícil y demorado."
1,2,2,9,Porque es confiable y de amplio uso en establecimientos.,Especificar el.vinculo con líneas.miles.de.avianca y evitar que las.millas tengan vencimiento
1,1,3,10,"Facil, agil,",
1,1,1,10,Buen servicio,Mejor el sistema compra siento que el uso de mi tarjeta no sumas el programa de millas !
1,1,2,9,,
1,1,3,10,Es muy buena y muchos descuentos,"Tener en cuanta para las fechas de pago.
Aveces quedan para antes de quincena y lo perjudican para el pago"
1,2,1,10,"Fue muy fácil el pago, y se vió reflejado muy rápido.",No creo que haya algo por mejorar.
1,1,2,10,servicio de calidad,no poseo otras o ninguna de las anteriores
1,2,3,10,,
1,1,1,10,"La verdad el producto de tarjeta de crédito es un Commodity y ese día funcionó perfecto es decir, transacción aprobada","Que tenga Cash back, un programa más ruso de fidelización, promociones especiales e incentivos para los tarjeta havientes"
1,2,2,10,Se hizo todo muy rápido,Que una vez conozca el valor mínimo a pagar pueda descargar la factura
1,1,3,10,,
1,1,1,10,"Porque , es una experiencia única el adquirir la tarjeta de crédito para mi a nivel personal , debido ah que con esta realizo compras y avances .y no solo eso muchos beneficios en compras y viajes . Los cuales me gustaría experimentas . Gracias porque es la primera tarjeta de crédito que tengo a mis 24 años de edad .",
0,1,2,10,Aprobación en línea..rápido y fácil,
1,1,3,10,Excelente servicio,Aumento de cupo
1,1,1,10,,
1,1,2,10,Es la única tarjeta de crédito que realmente me da beneficios,La comisión de compra en el extranjero es un poco alta
0,1,3,10,Es muy buena la atención y me ayudaron mucho en el proceso,
1,1,1,9,,"El la tasa de interés mensual de ustedes es lamentablemente muy alto, y me cobran cuota de manejo de todas las tarjetas, no veo el beneficio de estar con ustedes"
1,1,2,10,Facilidad en los pagos,no se redimir las millas
1,1,3,10,,
1,1,1,10,Sin problemas,Ampliar mi cupo
1,1,2,9,"Buena experiencia, pero me parece que tiene cobros adicionales muy altos","Me gustaría que cuando uno solicita un avance en la plataforma no fuera obligatorio tener una cuenta de ahorros con la entidad, sino que generará un código de retiro para el cajero"
1,1,3,9,"Me da oportunidades cuando tenemos necesidades.
Con la tarjeta puedo acceder a buenas ofertas que tiene en el supermercado.",
1,1,1,10,Respuesta inmediata - Millas,"La aplicación no permite editar cuotas mínimas automáticas cuando se difieren a mas de 1 cuota. Si se difiere automáticamente a 32 cuotas porf efecto, no permite que sea a sólo una y evitar intereses."
1,1,2,10,Buenos descuentos,
1,1,3,10,,
1,1,1,9,Tienen un muy buen servicio pero les falta un poco más de cobertura a nivel municipal (ciudades intermedias).,Tener más convenios o puntos de pago a nivel nacional
1,1,2,9,Todo fue rápido y bien.,"Tengo Master y Visa de Colpatria y en las dos tengo que pagar cuota de manejo y los seguros, no estoy de acuerdo con tener que pagar en las dos tarjeta sabiendo que llevo muchos años con estas tarjetas desde que cuando eran de Citi Bank mi historial es inmejorable. Esto lo he hablado muchas veces en la línea telefónica y en las sucursales y nadie es capaz de solucionarme, siempre la respuesta y única, me dicen que el proceso es así y que no pueden hacer nada."
1,1,3,10,Facil el manejo,N.A.
1,1,1,10,Buen producto,Buen producto
1,2,2,10,,
1,1,3,10,"Cupo adecuado, inmediatas notificaciones de compras y extracto digital.",
0,1,1,9,,
1,2,2,9,"Me gustaría que a través de la App, fuese posible bloquear el uso de la tarjeta y que esta no estuviese 100% disponible 24/7. Lo anterior por motivos de seguridad en caso de robo o pérdida del plástico",
0,1,3,10,Facilidad en el proceso y sus ventajas si se le da el uso adecuado,
1,2,1,10,"Facil de usar, seguridad, experiencia","Disminuir las transacciones mínimas para excluir el pago de cuota de manejo.
Que sea más claro cuando uno pone todo a 1 cuota.
Cuando todo va a 1 cuota no deberían cobrar seguro ni intereses.
No es fácil buscar los beneficios de la tarjeta VISA"
1,1,2,10,Es una Buena opcion para aprovecuar promociones,Enviar information respecto a las promociones
1,2,3,10,,
1,1,1,10,Porque dan millas y el acceso a las salas VIP Avianca,"Que me permitieran pagar el total de una compra que estoy pagando a crédito, en el momento que yo pueda."
1,1,2,10,,
1,1,3,10,SIEMPRE HA SIDO MUY BUENA,
1,1,1,9,SERVICIO INMEDIATO,como estan prstando el servicio me parece correcto.
1,1,2,10,Nunca ha sido rechazada en ningún momento,
1,1,3,9,Me ha ido bien con la franquicia VISA.,"Favor eximirme del pago de cuota moderadora de la tarjeta de crédito VISA, llevo un tiempo ya conisderable como cliente de ustedes y nunca me  han concedido este beneficio con esta franquicia. Gracias."
1,1,1,9,"Facilidad de uso y aceptabilidad, descuentos en almacenes",Especificar más sencillamente el cobro de los intereses y conceptos en el extracto
1,1,2,10,Efectiva,
1,2,3,10,Excelente servicio,Me encanta
1,1,1,10,,
1,2,2,9,Se obtienen buenos descuentos en los establecimientos comerciales aliados,"disminuir la cantidad de compras para exonerar de la cuota de manejo
mantener bajos las tasas de interes"
1,1,3,9,,
1,1,1,10,Excelente,
1,2,2,10,No he tenido ninguna dificultad con su manejo,
1,2,3,10,,
1,1,1,10,Nos da la posibilidad de muchos descuentos,
1,1,2,10,,
1,1,3,10,Porque me ha ido bien,
0,1,1,10,Porque en jumbo se tienen excelentes bendiciones en descuentos,
1,1,2,9,,
0,2,3,10,Rápido y sencillo.,
1,1,1,10,Es rápido y fácil y seguro,"La información que aparece en el extracto es confusa, llamar a la línea de servicio para pedir información o aclaración de la tarjeta de crédito es una tortura, la app de Scotiabank no es tan fácil de manejar y no he podido saber cómo canjear mis puntos y se me están perdiendo, deberían ofrecer compras sin intereses y Cashback, la exoneración de la cuota de manejo me parece muy acertado"
1,1,2,10,,
1,1,3,10,Hasta la fecha me han prestado muy buen servicio,
1,1,1,10,Porque es fácil y rápido,
1,1,2,10,Práctica y ágil la posibilidad de usarla en cualquier lugar,"Está muy bien, gracias"
1,1,3,10,Cumplimiento,
0,1,1,9,Buena atención y rápida faltó poca información,
0,2,2,9,Se adjudican productos que no han sido aceptados o solicitados.,
0,2,3,10,Excelente servicio muy aguil,
1,1,1,10,,
1,1,2,9,Me gusta,
1,1,3,10,,
0,1,1,10,"Porque a diferencia de otros bancos, no tienen tantas complicaciones, son amables al momento de ofrecerla y los beneficios son muy atractivos",
0,1,2,9,Rapidez servicio,
0,2,3,10,"ágil, fácil y muy buena la atención",
1,2,1,10,Muy buenos beneficios,
1,1,2,9,,
0,1,3,10,descuentos,
1,1,1,9,No he tenido problemas con la tarjeta,
1,2,2,9,Muy bien servicio,
1,1,3,10,Buen servicio.,No llamar tanto a ofrecer seguros.
0,2,1,10,Fue rápido y fácil.,
1,1,2,10,La atencion es buena y los productos tienen buenos beneficios,La plataforma sea mas amigable con el pago de PSE
0,1,3,9,Tiene muchas oportunidades de compra y es fácil de adquirir,
0,1,1,9,,
1,1,2,10,Na,
0,1,3,10,,
1,1,1,10,,
0,1,2,10,fue rapido y sencillo,
0,1,3,10,La atencion excelente,
1,1,1,10,,"Especificar fechas de corte y facturación, tener intereses competitivos que varíen de acuerdo con la economía del país y sea informado a los clientes."
1,2,2,10,"ME GUTA LA TC Y SUS BENEFICIOS , SI ME GUSTARIA  QUE ME AUMENTARAN  EL CUPO",aumento de cupo de la tc infinity lifemiles
1,1,3,10,Por las promociones se puede utilizar en cualquier establecimiento,
1,1,1,10,Por el excelente servicio,Más descuentos en otros comercios
1,1,2,10,Por su seriedad,Todo esta bien estoy muy contento
1,2,3,10,Nunca he tenido problemas.0,
1,1,1,9,,
0,1,2,10,Super la dinámica de tarjetas amparadas,
0,1,3,10,Por que meparecio el sevio bueno esperra como nos ba con latarjeta,
1,1,1,10,Facil y agil,Mas cupo y mas avance
1,1,2,9,Eficiente,
1,1,3,10,muy facil,la política de compras mininas ql mes es una tonteria
1,4,1,10,,
1,1,2,10,excelente servicio,
1,2,3,9,Es recibida en todas partes,Que se pueda modificar virtualmente el plazo de las compras y avances.
1,1,1,10,La reciben en todo lado sin contratiempos,"Sean claros en el tema de los intereses, siento que me están tumbando y no encuentro con quien quejarme, en las sucursales de los gerentes para bajo no saben dar respuesta"
0,1,2,10,Muy buena atención y mucha información interesante sobre la tarjeta y sus servicios.,
0,2,3,10,"La facilidad para la obtención de ella y la amabilidad y diligencia de la funcionaria Wendy Espínosa,",
1,1,1,10,Buen servicio,Tasas muy altas
1,2,2,10,Es una tarjeta q nos presta muchas cosas buenas,
0,2,3,10,Es muy práctico comprar con ella,
1,1,1,10,Por qué se ahorra algo en las compras,Especificar cuantas compras puedo hacer para que me exoneren del manejo mensualmente
1,2,2,9,Por que siempre esta presente cuando se tiene una necesidad,
1,1,3,10,Buen banco mucha seguridad,
1,1,1,10,Facil manejo,
1,1,2,10,Muy bueno gracias,
1,1,3,10,Por q es lo máximo eficiente,
1,2,1,9,"Es muy segura y efectiva, pero en ocasiones no la he logrado utilizar por validaciones internacionales que no responden","Conocimiento real de las tasas de interés, y validación eficaz y más oportuna de movimientos o utilizaciones virtuales internacionales"
1,2,2,10,Confiable,
1,2,3,10,Porque hasta la fecha estoy satisfecho con el servicio.,Hasta ahora bien
0,1,1,10,muy fácil de adquir,
1,2,2,10,"solidez, buena coberttura",
1,1,3,9,Porque es una buena opción tiene interés mas bajos,Yo creo que hasta el momento funciona muy bien
1,1,1,10,,
1,1,2,10,,
1,1,3,9,,
1,2,1,10,Na,
1,1,2,10,Muy buen servicio.,
0,1,3,10,,
1,1,1,10,,campaña para exoneras cuotas de manejo son muchas compras mensuales que exigen la Nu no tiene cuota de Manejo
1,2,2,9,Es bueno el servicio,
0,1,3,10,,
1,1,1,10,"Agilidad en el servicio, facilidad en los cajeros y buena atención",Estudiar la posibilidad de exhonerar cuota de manejo por buen uso de la tarjeta u otros conceptos.
1,1,2,10,Asequible bien hasta el momento,Un menor % y avances diferidos opciónal
0,2,3,9,muy practico todo,
