answerDate,surveyType,NPS_BSC,impactInteraction,reason,improvement,NPS_Coverage_Team,impactLastInteraction,reasonLastInteraction,improvementLastInteraction,Nps_rel,PDR,expectedBusiness,commRelation,commFactor,commOther
MES 2,BSC,9.0,Aumentó de manera significativa,Excelente atención de la asesora.,,,,,,,,,,,
MES 2,BSC,8.0,No hubo cambios,Porque siempre se les ha tenido en buen concepto.,Continuar con el servicio impecable de siempre.,,,,,,,,,,
MES 2,BSC,10.0,Aumentó de manera significativa,Excelente atención y servicio !!,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,9.0,"Yo, he tenido excelente servicio de  los funcionarios del banco, y los productos me han parecido buenos",Se mantenga,"Hacer más amigable el portal empresarial, yo lo uso y es un poco complicado de manejar",Los aspectos que evalúa son generales y considero me ha ido bien.,"Por favor intentar que el portal sea más sencillo de manejar, y el call center lo atienda a uno más rápido, también que los costos de manejo sean competitivos."
MES 2,Relacional,,,,,,,,,10.0,Porque atienden bien,Se mantenga,"Mejorar la web, el portal empresarial",,
MES 2,BSC,0.0,Disminuyó de manera significativa,"Llamo para solicitar una nueva tarjeta débito para la empresa. Después de los protocolos de seguridad y una espera de más de 45 minutos, me dicen que tengo que ir a la oficina, presencialmente, a solicitarla. En primer lugar, es lamentable la espera telefónica por parte de la Srta. Paula, podría haber dicho en el primer minuto de la llamada que se tiene que pedir en la oficina. En segundo lugar, es lamentable que obliguen a uno a ir a la oficina y esperar para pedir una tarjeta de débito para la empresa.
Nuestra asesora PYME sigue desaparecida, no hay forma de contactar con ella. Nadie nos dice si sigue siendo nuestra asesora PYME.","Atención a las PYMES. Asesores que respondan el teléfono. Y, sobre todo, mejorar la Banca Virtual Empresarial que es un desastre y lleva más de 5 años siendo un desastre. Y no hay ni aplicación para la BVE.",,,,,,,,,,
MES 2,Relacional,,,,,,,,,9.0,El Banco Colpatria es un aliado para nuestra operación,Se mantenga,,,
MES 2,BSC,10.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,Por su seriedad y seguridad bancaria,Aumente,Ganar confianza con ustedes y nos ofrezcan mayor asesorías para invertir financieramente,PORQUE ME HE SENTIDO SATISFECHO POR LA ASESORIA Y ACOMPAÑAMIENTO QUE ME HA REALIZADO EL GERENTE DE PYME,NINGUNO MAS . A TRAVES DE TODOS ESTOS ULTIMOS AÑOS SE LOS HE HECHO SABER
MES 2,Relacional,,,,,,,,,10.0,"Prestan un buen servicio, los medios tecnologicos son excelentes y confiables",Aumente,seguri prestando un buen servicios,,
MES 2,Relacional,,,,,,,,,10.0,"Siempre está atento a cualquier inquietud  despejando las dudas que se presenten.
Siempre responde a la solicitud.",Aumente,"Seguir respondiendo a cualquier duda que tengamos ,contribuyendo a dar soluciones.",Siempre me han respondido y me han dado soluciones.,Muy agradecida con ustedes.
MES 2,Relacional,,,,,,,,,10.0,LA ATENCIÓN ES MUY EXCELENTE Y EFECTIVIDAD EN CUANTO A PROCESOS O DUDAS ES MUY ÁGIL.,Aumente,Seguir prestandonos sus servicios positivamente.,Siempre están atentos a lo que el cliente solicita y es muy valiosa la atención.,"Seguir en la mejora en cuanto la atención y agilidad en los procesos que solicite el cliente.

Gracias."
MES 2,Relacional,,,,,,,,,10.0,"Hay buena infermación, atienden rápido las solicitudes telefónicas o por correo, son calros en el apoyo paso a paso",Se mantenga,nos interesa tener tarjeta de crédito para algunos gastos puntuales.,"como les dije, muy bien atendidos, resuelven las dudas rápido, hay buena seguridad en la cuenta",no
MES 2,Relacional,,,,,,,,,10.0,,Aumente,generar linea de credito hipotecario,,
MES 2,Relacional,,,,,,,,,10.0,El acompañamiento de Ingrid fue muy efectivo y profesional,Aumente,,,
MES 2,BSC,10.0,Aumentó de manera significativa,"Porque la rspuesta a mi solicitud y necesidad fue atendida de manera rapida, eficiente y oportuna por parte de La asesora Laura, que atendio muy diligentemente.
De manera concreta, con tiempos de espera cortos.","Seria bueno tener al mismo asesor en linea, los tiempos de espera antes de ser atendidos en la linea nacional son largos",,,,,,,,,,
MES 2,BSC,10.0,No hubo cambios,Buen servicio,Ya nos indicaron proxima visita para conocer la empresa y nosotros a ustedes,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,excelente atencion y servicio,Aumente,seguir prestando el excelente servicio  atencion.,por el excelente atencion y servicio en todos sus productos,felicitaciones y gracias por la excelencia en el atencion y servicio
MES 2,BSC,9.0,No hubo cambios,Porque prestan el servicio adecuado al cliente.,Ser un m´s eficiente en el manejo de los servicios domiciliados,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,los ejecutivos de cuenta son muy amables y se mantienen en contigua comunicación,Aumente,Los pagos realizados a los proveedores  sean mas facil de entender por los proveedores,La calificación  es para que Colpatria siga mejorando en la atención,gracias por tenernos en cuenta
MES 2,BSC,2.0,Disminuyó de manera significativa,"Es muy dificil contactar la atención para pyme, no hay quien resuelva las dificultades, la base de datos de los ejecutivos de cuenta está desactualizada",Asignar un ejecutivo que resuelva las necesidades,,,,,,,,,,
MES 2,BSC,8.0,Disminuyó poco,Muy complejo el proceso para actualizar datos y reexpedición de claves.,"Revisar  los procesos virtuales, en aras de facilitar el proceso de actualización.",,,,,,,,,,
MES 3,Coverage Team,,,,,8.0,Disminuyó poco,se cae la plataforma,ampliar horario de pagos,,,,,,
MES 3,Relacional,,,,,,,,,9.0,El Servicio a sus clientes es bueno y la banca virtual es excelente.,Se mantenga,Creo que por ahora todo va muy bien con nuestro Gerente de Cuenta el cual siempre nos esta apoyando para todas las actividades de nuestra empresa,Todo el soporte me parece extraordinario sinembargo no entiendo porque para constitur/renovar una Inversion hay que hacerlo presencial si el banco cuenta con una banca virtual muy buena? Igual esos valores deberian verse reflejados en la banca virtual para empresas como se hace para la banca virtual personal.,Solo agradecer al Sr Julio Mendez nuestro gerente de Cuenta por el soporte recibido de el y esperamos seguir igual en el proximo 2024. Gracias.
MES 3,Coverage Team,,,,,10.0,Aumentó de manera significativa,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,la atencion es excelente,hasta ahora esta excelente el servicio,,,,,,,,,,
MES 3,BSC,0.0,Disminuyó de manera significativa,"Nadie sabia nada, en la oficina y en linea telefonica no podian ayudarnos, finalmente toco mandar un PQR por algo que los demas bancos hacen de manera facil o automatica.","Tratarnos como clientes, porque al tener solo un leasing con el banco es como si no existieramos",,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,Compromiso e interés en solucionar los inconvenientes con los clientes,Todo bien todo bien,,,,,,,,,,
MES 3,BSC,5.0,No hubo cambios,"Se activan todos los protocolos de seguridad, lo cual esta bien; pero al tratar de hacer pagos por PSE los codigos de verificación se demoran mucho y las paginas donde se está haciendo el pago se cierran y se bloquean por un cierto tiempo, lo cual obtaculiza los procesos financieros","Revisen los tiempos de respuesta de los códigos de verificación, no son eficaces",,,,,,,,,,
MES 3,Coverage Team,,,,,10.0,Aumentó poco,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,MUY BUENA ATENCION,Continuar con el buen servicio,,,,,,,,,,
MES 3,BSC,0.0,Disminuyó de manera significativa,"La banca virtual es pésima, muy por debajo de los standares minimos de cualquier banco, es compleja, inestable, ineficiente, es impensable que sea tan mala en pleno 2023 cuando el mundo desarrolla avances increibles en IA.","Es urgente que mejoren los canales de atencion virtuales, la banca virtual es pesima.",,,,,,,,,,
MES 3,BSC,5.0,Aumentó poco,me solucionaron mi solicitud de manera rapida,tarifas mas bajas,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,Los funcionarios que atienden las solicitudes y líneas de servicio están muy dispuestos a solucionar cualquier solucitud del cliente incluído el Bisness Banker,"Mejorar la comunicación con los clientes es muy difícil comunicarse con el Bisness Banker, la línea es deficienciente para la cantidad de llamadas que ingresan.
A los funcionarios de la Sucursal Plaza de las Américas debian darles indicaciones para que se comuycon los clientes me ofrecieron una chequera, nadie me avisó ni me la entregó a pesar de e Fui varias a reclamarla, siempre  decían que no estaba y la anularon a pesar de que estaba en la sucursal, es más barato, eficiente y rápido hacer una llamada que anular una chequera que al banco le cuesta",,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,Atención al servicio,Por ahora nada,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,Buena la información,Hasta el momento todo ok,,,,,,,,,,
MES 3,BSC,9.0,No hubo cambios,La plataforma a estado molestando,He tenido fallas con el portal,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,Atendieron diligentemente mi llamada ante mensajes de texto fraudulentos que me estaban llegando.,"Ofrecer, adicional al sobregiro opción de créditos a los Fondos de Empleados.",,,,,,,,,,
MES 3,Coverage Team,,,,,10.0,Aumentó de manera significativa,"Llame a la linea de atencio al cliente en varias oportunidades y las personas que me atendieron lo hicieron de una manera muy profesional y eficiente, orientandome en todolos procesos que estabamos haciendo, incluida la atencion del Bisness Banker","Capacitar a los funcionarios de las sucursales, especialmente a los que pertenecen a la sucursal Plaza de las Americas, me ofrecieron una chequera de cortesia, me toco ir varias veces a esa sucursal reclamar las tarjetas debito de las cuentas y la chequera , y todas las veces me dijeron que la chequera no estaba, como a los 35 dias cuando me acerque a la sucursal para averiguar por la chequera me informaron que habia sido anulada porque no la reclame, lo que me parece ilogico porque fui por lo menos cuatro veces y nunca me la entregaron, es mas barato y eficiente llamar a los clientes que anular una chequera que al banco le cuesta, empañando al labor tan buena que hace el Bisness Banker y su grupo de labores",,,,,,
MES 3,BSC,10.0,Aumentó poco,El asesor fue muy amable y claro en la resolución de la solicitud,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,8.0,,Aumente,Que la plataforma funcione sin interrupciones,Porque no he recibido la respuesta que requería a una importante necesidad.,
MES 3,Coverage Team,,,,,10.0,Aumentó de manera significativa,Muy Buena Atención,,,,,,,
MES 3,BSC,0.0,Disminuyó de manera significativa,"mala atencion, no dan respuesta  a los requerimientos",,,,,,,,,,,
MES 3,BSC,10.0,No hubo cambios,Me gusta el banco y por eso fue mi elección siempre tengo buen servicio,Procesos más rápidos en temas de actualizaciones,,,,,,,,,,
MES 3,Coverage Team,,,,,10.0,No hubo cambios,,,,,,,,
MES 3,BSC,7.0,Disminuyó de manera significativa,Demora en los trámites,,,,,,,,,,,
MES 3,BSC,10.0,No hubo cambios,,,,,,,,,,,,
MES 3,BSC,10.0,Aumentó poco,La asesora muy atenta y con total disposición de atender mi solicitud,"Fortalecer la BVE , que no genere tanto reproceso",,,,,,,,,,
MES 3,BSC,9.0,Aumentó poco,CUANDO NECESITO HACER VARIOS PAGOS AL DÍA LA  PLATAFORMA  NO DEJA INGRESAR  TENGO ESPERAR COMO 3 HORAS PARA VOLVER A INGRESAR,,,,,,,,,,,
MES 3,BSC,8.0,Aumentó poco,Mejoro la plataforma ya se tiene más tiempo para pagos y consultas,Por el momento esta bien asi,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,Excelente servicio del asesor,,,,,,,,,,,
MES 3,Coverage Team,,,,,10.0,No hubo cambios,Estan bien los servicios ofrecidos,Hacer llamadas de verificacion de utilización de todas las funcionalidades de la banca virtual.,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,"la plataforma es buena y funcional , buena atencion al cliente",seguir atentendiendo muy bien,,,,,,,,,,
MES 3,BSC,9.0,Aumentó de manera significativa,Muy buena atencion,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,8.0,Se demoran en contestar a la linea de atenciòn,Aumente,"Informar a tiempo los cambios y ajustes, igualmente que atiendan por la linea de Banca virtual",,
MES 3,BSC,10.0,Aumentó de manera significativa,buen servicio y calidad,Bajar intereses y costos de las transacciones,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,Me dieron un gran servicio al cliente,,,,,,,,,,,
MES 3,Coverage Team,,,,,10.0,No hubo cambios,porque seleccioné el banco bajo los criterios financieros,,,,,,,
MES 3,BSC,10.0,No hubo cambios,,,,,,,,,,,,
MES 3,BSC,9.0,Aumentó de manera significativa,Buen servicio respuestas correctas,,,,,,,,,,,
MES 3,BSC,0.0,No hubo cambios,"La sucursal virtual nada amigable, la atención por la línea telefónica es terrible: más de 5 minutos de espera para hablar con un asesor, a final cuando atiende el asesor NO da respuesta sobre una las razones por las que no se atienden los incidentes registrados por la página web, no es nada fácil comunicarse con el banco ni menos obtener una respuesta ni atención de las solicitudes.","Disminuir los tiempos de esperar, ampliar los canales para comunicarse con el banco y atender las solicitudes.",,,,,,,,,,
MES 3,BSC,9.0,Aumentó de manera significativa,"la atención fue clara y eficiente, logrando satisfacer las expectativas sobre la entidad recaudadora",no hacer tantos cambios en la banca empresarial para evitar que se genere error al ingresar,,,,,,,,,,
MES 3,Coverage Team,,,,,7.0,No hubo cambios,los tiempos de respuesta no me permiten tener mayor acercamiento con la organizacion,me gustaria saber si realmente les interesa trabajar con nosotros,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,"POR ATENCIÓN, CUMPLIMIENTO Y SERIEDAD.",NO CAMBIEN. CONTINUEN PRESTANDO ESE GRAN SERVICIO.,,,,,,,,,,
MES 3,Coverage Team,,,,,4.0,Disminuyó poco,"Buenas tardes,
 
Con la ultima actualización que realizaron volvemos a lo que anteriormente tenia el banco que toca abrirlo directamente desde el computador, más no se puede desde otros dispositovos como el telefono celular y es mas demorado porder consultar los pagos.",La plataforma deberia ser más amigable en cuanto a la consulta de los pagos y poder abrir la aplicaciòn desde cualquier dispositivo electronico y no desde el solo computador autorizado.,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,muy buen servicio,,,,,,,,,,,
MES 3,Coverage Team,,,,,10.0,Aumentó de manera significativa,,,,,,,,
MES 3,BSC,8.0,No hubo cambios,La Atencion de la banca electrónica muy oportuna la del pyme asignado a la empresa no!,Cambiarme el pyme asignado,,,,,,,,,,
MES 3,BSC,9.0,Aumentó de manera significativa,Buena solución a la que se necesita del cliente con una magnifica atención dentro de las posibilidades de nuestra banca,no tengo sujerencia alguna,,,,,,,,,,
MES 3,Relacional,,,,,,,,,8.0,,Se mantenga,,,
MES 3,Relacional,,,,,,,,,3.0,"No hay buen servicio , insuficiencia en cajeros automáticos,no trabajaban los sábados.",Aumente,Mejorar en todos los conceptos desde el talento humano hasta la parte directiva,"Muy poco acompañamiento, no se resuelve fácil, el proceso de espera a una solicitud es bastante .",No
MES 3,Relacional,,,,,,,,,2.0,"Los últimos dos créditos han llegado a la fecha de terminación, con una solicitud vigente de novación y por parte de la gerente de cuenta y su inoportuna respuesta se han generado intereses de mora (en el primer crédito este proceso duró casi 3 semanas) y en el actual llega alrededor de 10 días",Disminuya,,,
MES 3,Relacional,,,,,,,,,0.0,"La plataforma se cae repetidamente
Las transacciones virtuales son lentas y difíciles 
No hay apoyo para los procesos",Disminuya,Mejorar la banca virtual,,
MES 3,Relacional,,,,,,,,,5.0,"Aclaró, el personal y servicio de la oficina de Centro 93 en Bogotá, saca 10 y aclamado, felicitaciones por ese personal que saca la cara por el banco. 
Pero someternos al servicio CERO de la calle 72, es una pesadilla, malo es poco. Y no podemos pasar las ctas a la 93.",Se mantenga,Llevar nuestro portafolio a calle 93 y desligarnos del pésimo servicio de la oficina del Edificio de la 72 que atiende muy mal a pequeñas empresas.,"Reiteró, el personal de centro 93, saca 10 aclamado. 
El servicio de la asesora es nulo, difícil y muy aburrido, toca rogar. Además, hace 1 mes nos enteramos que había salido del banco y cómo se dice, de mal en peor. 

El problema no es el banco, saca 100.","Felicitaciones especialísimas para la oficina de Centro 93, todos, cajeros, gerente, servicios generales y sobre todo,  Ivone, la Directora Operativa, es lo máximo, su experiencia, carisma y apoyo es de aplaudir."
MES 3,Relacional,,,,,,,,,10.0,Fácil manejo en la banca virtual y pagos virtuales,Aumente,"Los
Procesos de mantenimiento de cuentas sean más ágiles y en corto tiempo","Los procesos en el mantenimiento de cuentas cambio de firmas es muy lento el proceso. 
Se debería contar con más personal para esta área, la propiedad horizontal necesita una sola personal que nos pueda atender. Para que sean más ágiles los procesos.","Que exista más personal para el área de Pymes y los procesos sean más ágiles, los requerimientos más eficaces."
MES 3,Relacional,,,,,,,,,9.0,,Aumente,,,
MES 3,Relacional,,,,,,,,,10.0,Atención personalizada y servicios completos.,Aumente,Más cajeros automáticos y oficinas en Bogotá,"Servicio, actitud y empatía",
MES 3,Relacional,,,,,,,,,7.0,Es compleja la relación con el portal para el estilo de nuestra cuenta,Se mantenga,,,
MES 3,Relacional,,,,,,,,,9.0,,Aumente,,,
MES 3,Relacional,,,,,,,,,6.0,,Aumente,,,
MES 3,Relacional,,,,,,,,,0.0,"La entidad Bancaria para las copropiedades es bastabte costoso, la asesoria es mala y demasida complicadad, la plataforma no tiene buen sporte.",Disminuya,"dar venecifios y menos valor en Tarifas bancarias para las copropiedades y que el ascesariento no sea solo por interneth o con el gerente de cuenta, que se puedan utilizar canales personales en las oficinas.","Mal servicio e información, poca solución oportuna.",no
MES 3,Relacional,,,,,,,,,8.0,si,Se mantenga,Nada,,
MES 3,Relacional,,,,,,,,,10.0,"ES UN BANCO SEGURO, ES EL BANCO DE NUESTRA EMPRESA Y ME GUSTARIA SIEMPRE QUE LAS PERSONAS DE NUESTRA COMPAÑIA TENGAN CUENTA SIMILAR A NOSOTROS.

POR OTRO LADO ES UN BANCO CON MUCHAS OPORTUNIDADES SEGURAS Y PRODUCTOS CON MUCHO BENEFICIO.",Aumente,,,
MES 3,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 3,Relacional,,,,,,,,,3.0,No es una plataforma amigable y presenta demasiados conflictos tecnológicos con pagos ingresos y no es por seguridad sino falta de adecuación de la plataforma,Se mantenga,Tener un mejor servicio tecnológico para soporte más inmediato en la banca virtual e informar al empresario de todo porque los subsidios que otorga el gobierno nunca más los volvieron a divulgar. Nos hemos enterado por otros bancos,No devuelven las llamadas y solo se limitan a decir que pena lo sentimos pero no hay una solución real a las dificultades. Johana se lo hagan saber al personal que debe mejorar no solo al que nos atiende sino los que están detrás del teléfono,Que si pueden mejoren sino nos digan cuál es el problema real con la banca virtual para poder buscar otras alternativas de solución como otros bancos
MES 3,Relacional,,,,,,,,,10.0,"Buen servicio, asesoría oportuna, interés por el cliente.",Aumente,Evitar llamadas frecuentes del call center. Es abrumador.,,
MES 3,Relacional,,,,,,,,,10.0,atencion,Aumente,mejorar la sucursal,,
MES 3,Relacional,,,,,,,,,7.0,"El segmento al que pertenece la empresa, actualmente ha estado en desventaja en los servicios del banco y no ha sido posible actualizar los vínculos comerciales que existían.",Aumente,"Activar las líneas de crédito que la empresa venía utilizando, para con ello activar el desarrollo de la economía del país.","El gerente que atiende nuestra empresa ha estado siempre dispuesto a colaborarnos; pero el segmento al que pertenecemos no es un mercado actualmente aceptable para el banco, por lo tanto, todos los esfuerzos que ha hecho el gerente no han generado activar los vínculos comerciales.",
MES 3,Relacional,,,,,,,,,9.0,,Se mantenga,,,
MES 3,Relacional,,,,,,,,,8.0,Consideramos que es un buen banco,Aumente,Que bajen los intereses de los créditos,,
MES 3,Relacional,,,,,,,,,8.0,,Aumente,,,
MES 3,Relacional,,,,,,,,,10.0,Un servicio y acompañamiento excelente!,Se mantenga,Agilidad en la toma de decisiones en los comités de crédito,Servicio 100%,
MES 3,Relacional,,,,,,,,,0.0,Supremamente lentos y complicados los procesos de las P. H.,Se mantenga,Si van a trabajar con Propiedad horizontal tienen mucho que mejorar revisen competencias como Davivienda en el campo.,,
MES 3,Relacional,,,,,,,,,10.0,"profesionalismo, conocimiento del negocio, disponibilidad",Aumente,aumentar cupos de crédito,"excelente ejecutiva
disponible permanentemente
entiendo el negocio",agradecimiento a nuestra gerente y a todo su personal de respaldo
MES 3,Relacional,,,,,,,,,10.0,Por la atencion personalizada y la rapida respuesta,Aumente,Mantener la comunicacion permanente con la evolución del negocio,,
MES 3,Relacional,,,,,,,,,10.0,"Recomendamos el Banco Scotiabank Colpatria por su apoyo en todas las gestiones que realizamos, de igual forma el apoyo que encontramos con el asesor, siempre hay buena disponibilidad, gestión y compromiso.",Aumente,El apalancamiento financiero es un gran apoyo parta la empresa,El apoyo que hemos encontrado en la parte financiera,
MES 3,Relacional,,,,,,,,,5.0,"Excelentes asesores pero altísimas tasas y cobros financieros, ademas el portal empresarial es cero amigable y se bloquea mucho",Disminuya,Mejorar tasas y cobros,"Tasas horriblemente altas, adcional las políticas para nuevos productos son demasiado estrictas",2 años de creación de la empresa para solicitar un crédito? Es ridículo. En el resto de entidades es 1 año
MES 3,Relacional,,,,,,,,,1.0,"PESIMA LA ATENCION AL CLIENTE EN LA TORRE COLPTARIA EN VEZ DE DAR SAOLUCIONES SOLO DAN PROBLEMAS, EL CLIENTE TIENE QUE ASUMIR LAS NEGLIGENCIAS DEL BANCO , LUEGO DE 2 HORAS DE ESPERA Y TENIENDO LOS DOCUMENTOS A LA VISTA NUNCA FUE POSIBLE RECUPERAR UN CHEQUE DEVUELTO, SIN EMBARGO AL ADQUIRIR UN CDT SI NO PUSIERON NINGUN PROBLEMA, LASTIMA SACAREMOS LOS DINEROS DE ESTE BANCO Y LOS LLEVAREMOS A OTRO, LOS CAMBIOS QUE HIZO EL BANCO SOLO AFECTARON A LOS CLIENTES",Disminuya,RECORDAR QUE LOS CLIENTES SON IMPORTANTES Y QUE REQUIEREN DE UN BUEN SERVICIO Y RESPETO,,
MES 3,BSC,9.0,Aumentó poco,Por la atención y solución a mi requerimiento,"Avisar oportunamente los cambios que se vayan a realizar, bien sea de plataformas, costos financieros y los que ustedes vean estan relacionados con el contrato suscrito.",,,,,,,,,,
MES 3,BSC,10.0,Aumentó poco,,,,,,,,,,,,
MES 3,BSC,9.0,Aumentó poco,,,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 3,BSC,10.0,No hubo cambios,Aatencion rapida e informacion acertiva.,hasta el momento las necesidades y solicitudes han sido atendidas con rapidez,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,La atención fue oportuna y pudimos solucionar la inquietud por la cual nos comunicamos,,,,,,,,,,,
MES 3,BSC,9.0,Aumentó poco,,,,,,,,,,,,
MES 3,BSC,1.0,Disminuyó de manera significativa,"El servicio es pésimo hemos llamado cuatro veces, después de esperar largo tiempo para que atiendan la llamada no nos solucionan el problema, la única respuesta es que debemos esperar. Incluso algunas de las personas que nos han atendido la llamada al insistirles por una solución nos cuelgan.",Agilizar sus procesos internos para que puedan dar pronta solución a las solicitudes,,,,,,,,,,
MES 3,BSC,9.0,Aumentó de manera significativa,SOLUCIÓN EFICAZ Y ÁGIL,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,1.0,Porque sus servicios y plataformas no cumplen y no satisfacen nuestro requerimiento para el funcionamiento de nuestra compañía.,Disminuya,"Crear una plataforma que sea mucho mas amigable con los usuarios en cuestión de montar pago, realizar movimientos entre cuentas y al momento de cobrar cheques.",No me siento satisfecha con los procesos que se manejan en los portales. Hemos presentado muchas inconformidades.,
MES 3,BSC,8.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,9.0,Porqué siempre me ha dado respuesta a lo necesitado,Aumente,"Facilidad para una tarjeta de crédito de la Empresa
Tarjeta Débito",Por la satisfacción de tener una excelente asesora Angie.,"no, gracias"
MES 3,Relacional,,,,,,,,,10.0,,Se mantenga,,,
MES 3,Coverage Team,,,,,10.0,Aumentó de manera significativa,Excelente servicio,,,,,,,
MES 3,BSC,8.0,No hubo cambios,,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,3.0,"Desde el 20 de octubre se ha solicitado la actualización de las cuentas por cambio de administrador y a la fecha no ha sido posible, teniendo en cuenta que en tres ocasiones con distintos gerentes de cuenta del banco se ha enviado toda la documentación solicitada, y hasta la fecha no hay nada en concreto, perjudicándonos sobre todo en el manejo de las cuentas de ahorro de la copropiedad, las cuales se encuentran actualmente inactivas.",Aumente,Mejorar el servicio al cliente.,La falta de un servicio claro y oportuno,Todos los clientes somos importantes y merecemos una mejor y oportuna atención.
MES 3,Relacional,,,,,,,,,8.0,,Se mantenga,,,
MES 3,BSC,7.0,Aumentó poco,"En cuanto al servicio telefónico, el personal es exelente, no tengo pero alguno.",Auxilio en crédito para la adquerencia de vehículo,,,,,,,,,,
MES 3,BSC,9.0,Disminuyó poco,"Por q no tengo un buen respaldo 
 En la asesoria para un servicio.","Tener un buen soporte comercial,es lo q veo q nos hace falta .",,,,,,,,,,
MES 3,Relacional,,,,,,,,,5.0,Demasiados procesos para manejar un portafolio empresarial. Solo se puede operar desde un dispositivo limitando un desplazamiento a otro lugar y menos a otra ciudad para realizar transacciones.,Disminuya,Ser un banco más amigable con sus clientes y menos controles sin disminuir la seguridad.,Es un banco con demasiados controles y poco amigable con su  cliente.,
MES 3,Relacional,,,,,,,,,9.0,"Buenos servicios, en especial en la banca virtual empresarial",Se mantenga,,,
MES 3,Relacional,,,,,,,,,8.0,,Se mantenga,Más oficinas,,
MES 3,Coverage Team,,,,,8.0,Aumentó poco,,,,,,,,
MES 3,BSC,1.0,Disminuyó de manera significativa,Poca facilidad para dar soluciones oportunas a los clientes.,,,,,,,,,,,
MES 3,Coverage Team,,,,,9.0,Aumentó poco,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,LOS ASESORES QUE ATIENDEN AL PUBLICO SON MUY AMABLES Y NOS SOLUCIONAN LOS PROBLEMAS QUE TENEMOS AL INSTANTE MUCHAS GRACIAS,SIENDO CADA DIA  MAS EXCELENTES,,,,,,,,,,
MES 3,BSC,9.0,No hubo cambios,Fue buena la atención,,,,,,,,,,,
MES 3,BSC,6.0,Aumentó poco,,,,,,,,,,,,
MES 3,BSC,9.0,Disminuyó de manera significativa,"La  atención de la señora  Marcela Bernal  telefónica  fué inmejorable , atenta y empática  , pero el sistema  empresarial es muy enredado.",,,,,,,,,,,
MES 3,Coverage Team,,,,,10.0,Aumentó de manera significativa,Bien,Ok,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,Muy buena atención y solución,De momento no se me ocurre nada mas,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,La atención es excelente y ayudan a la resolución de las dificultades presentadas.,Continuar con el servicio de excelencia,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,"Buena atención, amable la persona que me ayudó a resolver el problema",,,,,,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 3,BSC,8.0,Aumentó poco,mejoro  el servicio,MEJORAR LAS TASAS DE INTERES,,,,,,,,,,
MES 3,Coverage Team,,,,,9.0,Aumentó poco,porque pude solucionar mis dudas,seguir atentos en solucionas las inquietudes. la maquina no reemplaza el hombre.,,,,,,
MES 3,BSC,10.0,Aumentó de manera significativa,,,,,,,,,,,,
MES 3,Relacional,,,,,,,,,8.0,"Por su buen servicio
Personal idoneo",Se mantenga,"Hacer mas amable la BVE
Las nuevas implementaciones son demasiado complicadas.",,
MES 3,BSC,10.0,Aumentó poco,,,,,,,,,,,,
MES 3,BSC,10.0,Aumentó poco,Sin Comentarios,Sin Comentarios,,,,,,,,,,
MES 3,Coverage Team,,,,,6.0,Disminuyó poco,"La página web es poco amigable, los movimientos no se ven reflejados en forma inmediata en la cuenta.",Mejorar en la parte informática.,,,,,,
MES 3,BSC,8.0,Disminuyó poco,"No es posible descargar extractos bancarios por el portal y mes a mes hay que solicitarlos a un correo electrónico, a demás para pago de créditos no nos hacen el descuento automático.",Mayor funciones en la banca virtiual,,,,,,,,,,
MES 3,BSC,10.0,Aumentó poco,,,,,,,,,,,,
