index,segment,answerDate,NPS,impactInteraction,reason,improvement
273,Segmento 1,MES 1,1,1.0,"No hay forma de comunicarse con un asesor, contesta un bot y las opciones que se encuentran en la llamada no eran las que necesitaba, no hay oficina en mi ciiudad, voy a cancelar el servicio",voy a cancelar los servicios
274,Segmento 1,MES 3,1,1.0,Pésimo servicio de atención al cliente,Mejorar tiempos de espera y no dilatar los procesos al momento de cancelar un producto
275,Segmento 1,MES 2,0,1.0,"Porque es una perdedera de tiempo con una serie de preguntas que si usted falla en una pues no pasa el proceso, entonces mejor digan de una vez que ese proceso es en oficina o por la App virtual y no hagna perder tiempo.
Imaginese a mi Papa que tiene productos con ustedes que es un adulto mayor de 85 años con algunos temas ya de salud en este rollo de la llamada telefonica para que se acuerde de unas respuestas de cosas que han pasado con algun tiempo....
Perdida de tiempo.",Revisar el audio de mi llamada y tome las conclusiones que ustedes consideren pertinentes.
276,Segmento 1,MES 2,5,2.0,Porque cuando abrí nómina nos dieron 4 retiros gratis en servibanca al mes pero resulta que ahora solo dan 1 solo y en Bucaramanga su área metropolitana ahí muy pocos cajeros de Colpatria y algunos permanecen fuera de servicio y pues nos defendíamos con los de servibanca pero ahora sí grave,Mantenernos el convenio que nos dieron al principio de los 4 retiros gratis mensuales en los cajeros servibanca
277,Segmento 1,MES 1,5,2.0,,
278,Segmento 2,MES 3,6,2.0,Terrible servicio de la app y activación de la tarjeta de crédito,Mejorar su transformación digital
279,Segmento 1,MES 1,0,5.0,"Porque NO tienen las garantías oportunas , NI lo soportes q acrediten ,la seriedad de lo venden ,","Cómo lo dije q brinden las garantías y los soportes físicos ,oportunamente cuando el cliente los requiera y NO cuando el banco lo desidia, y soportes enviados físicos al cliente , así darán la confianza de lo q ofrecen a sus clientes"
280,Segmento 1,MES 3,1,1.0,parece que fueran islas  no tienen contacto unos con otros  y  si una area no ayuda no pueden hacer nada,que no existan tantas restricciones si saben que el cliente es el que llama
281,Segmento 1,MES 1,0,1.0,DEMORA EN LA ATENCION Y NO DAN SOLUCION AL PROBLEMA,MAS RAPIDA LA ATENCION Y BUSCAR LA SOLUCION
282,Segmento 1,MES 1,0,1.0,Pésimo servicio abrí una cuenta y no sé nada,
283,Segmento 2,MES 3,3,1.0,"El dia 28 de diciembre me comuniqué a la linea de atención para preguntar por qué me habian cobrado el retiro por Servibanca del 26 de diciembre 2023, si en dias anteriores un funcionario de Scotiabank de la linea de atención telefónica me habia indicado que tenia retiros ilimitados sin costo por Servibanca.
En la llamada del 28 de diciembre me indicaron que solo eran 4 retiros por lo que solicité abrir una queja para que los funcionarios faciliten la información correcta, sin embargo no me abrieron la queja porque no le entregué la fecha en la que llamé inicialmente donde me dieron la información incorrecta.
Me siento muy insatisfecha con la atención dada por Scotiabank pues, primero me dieron información incorrecta y segundo porque al intentar abrir una queja no fue posible al no tener la fecha exacta en la que me dieron la información,  Scotiabankdeberia tener un registro por cliente de llamadas / peticiones dadas. 
Por otro lado, quisiera mencionar, que el servicio de retiros por Servibanca es muy valioso cuando los usuarios salen de la ciudad pues Scotiabank no tiene buena cobertura fuera de Bogotá, 4 retiros es realmente poco. Deberian evaluar aumentar el número de retiros.","1. Dar información correcta a los clientes.
2. Evaluar la cantidad de retiros por Servibanca pues la cobertura de Scotiabank fuera de Bogotá no es buena."
284,Segmento 1,MES 2,4,4.0,Fue ágil el proceso.,Seguir así.
285,Segmento 1,MES 3,1,1.0,No me dieron solución a mi problema por lo contrario tengo que esperar 8dias Avilés y se que me van a cobrar más interés sobre interés cuando yo intenté consignar la plata,Confirmar identidad en las llamadas y respuestas más rápidas para que una deuda no genere más intereses
286,Segmento 1,MES 2,0,1.0,X que dan una información muy diferente a la del estrato,
287,Segmento 1,MES 1,5,1.0,La.verda cuando me info informaron que era beneficiera de la tarjeta me dieron unos beneficios pues muy distintos a los que veo ahora la cuota de manejo no era tan alta como la que me aparece ahora en los extractos adicional me ofrecieron algo de millas pero no he logrado comunicarme no me responde ni en el programa no he podido ingresar entonces la atención después de que uno acepta el servicio es poco agradable,Pues no está tú atender mejor sino no engañar a las personas con falsos beneficios o si es que no he recibido los beneficios por falta de comunicación no
288,Segmento 1,MES 2,1,1.0,"Llamar al audio linea es tedioso y fastidioso, el servicio es fatal y adicional no sirve la banca virtual, llevo 15 dias esperando respuesta","cambiar de metodologia en el area de call center, ahi les deje mis comentarios por redes sociales"
289,Segmento 1,MES 3,4,1.0,COBRO DE INTERESES A COMPRAS A UNA CUOTA,
290,Segmento 1,MES 2,1,1.0,"Condiciones comerciales son distantes de los asesores, para meter el producto ocultan la información relativa a las condiciones de cuotas de manejo.",Que todos los asesores comerciales de los cencosud no oculten la información relevante de las tarjetas de crédito en especial el tema de cobros de cuota de manejo
291,Segmento 1,MES 2,4,3.0,,
292,Segmento 1,MES 2,0,1.0,No me parece justo que con toda la documentación y certificaciones no me aprueben un crédito de vivienda,Mejorar los procesos
293,Segmento 1,MES 2,3,1.0,,
294,Segmento 1,MES 2,6,3.0,"Por el mal servicio telefonico para crear clave y poderme comunicar con un asesor, me demore 2 semanas intentando crearla, fui a una oficina y no me solucionaron nada, me mandaron a seguir intentando","Mejorar el servicio presencial, que no depende de una clave para hablar con un asesor"
295,Segmento 2,MES 2,0,1.0,"Porque el banco no cumplió con mis solicitudes, ni compromisos",
296,Segmento 1,MES 3,1,1.0,"No pude resolver nada, no me dieron posibilidad de solucionar lo que necesito","Dar más opciones al cliente, no cerrar todas las puertas, ofrecer mejores alternativas,"
297,Segmento 1,MES 2,0,1.0,"Cambio en las condiciones, alto pago de cuota de tarjeta, muchas compras, intereses altos",Lineas se atencion mas amables y eficientes y atención WhatsApp
298,Segmento 2,MES 3,0,1.0,No dan solución a requerimientos y los asesores no tienen pertenencia de la entidad,Garantizar productos y dar oportunidad de mejoras a clientes
299,Segmento 2,MES 1,2,1.0,No me dieron solución,Qué haya menos trabas para activar un producto simple como una tarjeta débito
300,Segmento 1,MES 3,1,1.0,"Los asesores no dan la información correcta, el banco hace cobros adicionales sin explicación  y las tasas de interés son muy altas.",
301,Segmento 1,MES 3,0,1.0,La atencion al usuario es condicionada y demasiada espera,Todo
302,Segmento 2,MES 2,0,1.0,Mala atención en la línea de teléfono. Muy confuso el menú,"Cuando asignen una TC expliquen mejor que debe uno hacer para activarla adecuadamente, manejo de transacciones y restricciones. Finalmente no pude hacer la compra pero si me cargaron 3 créditos a mi tarjeta. Que se supone los regresaron"
303,Segmento 1,MES 2,0,1.0,por que me tienen acosada y los voy a demandar me estan cobrando seguros que No debo en la tarjeta Nunca autorice cardis me dio un paz y salvo y me tendran que sacar de ahi y si no me tendran que indemnizar por daños y perjuicios y acoso con las llamadas No quiero volver a saber de ustedes son unos ineptos llevo desgastada 6 meses peleando por lo mismo y nada que solucionan,que me den mi paz y salvo de la tarjeta de credito para poderla cancelar No quiero nada de productos con ustedes
304,Segmento 1,MES 3,0,1.0,Por qué me prometen cosas que no cumplen y es un problema para cancelar un producto y me roban y me mienten !!! No voy a recomendar nunca hasta que no me solucionen !!!,Cumplirme con lo que me prometen por que bajaron muchísimo la atención..
305,Segmento 1,MES 2,5,3.0,,
306,Segmento 1,MES 1,3,2.0,No hubo solución a mi inconveniente,"Dar solución a los inconvenientes que se presenten, pues cuando un cliente llama, es porque necesita una respuesta o en su defecto una buena orientación."
307,Segmento 1,MES 1,5,2.0,Necesito cancelar los seguros,
308,Segmento 1,MES 3,6,3.0,Es insegura y hay que llamar a solicitar lo mismo.,
309,Segmento 1,MES 3,3,2.0,No me solucionaron nada,Dar solución y si no la tienen no transferir la llamada a otros operadores hacen perder tiempo
310,Segmento 1,MES 3,4,3.0,El asesor que me contestó la llamada muy prepotente y además hablaba con otros asesores mientras me atendia,Nfnffncm
311,Segmento 2,MES 1,0,1.0,"Tengo una TC de crédito bloqueada y por el hecho de estar en el exterior, el servicio de asistencia telefónica no me dió respuesta y me envió a escribir a las redes sociales del banco. Después de varios días, en las redes sociales me enviaron a llamar a la línea telefónica. En resumen, no dan respuesta y decidí cancelar el producto.","Tener una línea de atención para clientes que se encuentran en el exterior y alternativas para recuperación de claves basadas en el correo electrónico, cuando no se puede acceder al número telefónico registrado por estar fuera del país."
312,Segmento 1,MES 2,6,2.0,Porque no me resolvieron mi inquietud,que todo lo tengan en la plataforma de los asesores y que ellos cuando no puedan resolver las inquietudes no cuelguen sino que sean honestos
313,Segmento 2,MES 2,0,1.0,"Nunca había tenido inconvenientes como con este banco soy nueva y no atienden solicitudes no dan respuesta de fondo por eso ya inicie un proceso con la superintendencia por una compra no autorizada, me llaman a toda hora para cobrar pero no se preocuparon así por solucionar y ahora ayer me robaron porque tienen un pésimo servicio de seguridad, a la espera de soluciones",Dar una atención al cliente de calidad y dar respuestas de forma y fondo
314,Segmento 1,MES 2,0,5.0,Bastante alta la cuota de manejo no cuidan los buenos clientes,Tener mejor atención
315,Segmento 1,MES 2,0,1.0,Por que me dijeron que me iban a enviar un correo para recuperar mi usuario el cual nunca llegó,"Cambiar a todo el personal , no sirven para nada"
316,Segmento 1,MES 2,0,1.0,"Son lo peor. en 4 años que llevo con una Tarjeta de crédito por primera vez me atraso en un pago en 10 días, y me cobran 118.000 por unos honorarios de cobranza, es decir, para justificar el pago de una persona que llama a cobrar y a amenazar, porque en ningún momento informan acerca de los porcentajes de intereses de mora y de cobranza. Son abusivos y falsos.","Que cuando entreguen una TC informen todo, absolutamente TODO, pero ocultan información a conveniencia, y solo informan cuando uno llama a quejarse y a preguntar por qué cobran lo que cobran."
317,Segmento 1,MES 1,2,2.0,llevo trantando de solucionar un error en los saldos de mi creidito rotativo ya un mes ni no se ha logrado.,"ESCUCHAR AL CLIENTE, de verdad apoyarlo para solucionar las inquietudes."
318,Segmento 2,MES 3,0,1.0,Son lo más mentirosos y permisivos. Te adjudican el pago de seguros sin autorización. Me sentí robado. Le advertí a todos mis amigos nunca sacar una tarjeta sencosud. Se negaban a cancelar mi tarjeta.,"No negarle el derecho al cliente de cancelar los productos...el asesor fue el más terco, chocante, permisivo y fastidioso. Se negaba a cancelarme el producto con carreta barata"
319,Segmento 1,MES 2,6,1.0,Por qué la persona que me atendió fue muy displicente,
320,Segmento 1,MES 3,7,2.0,Tienen mucha tramitología los que dificulta la agilidad en las transaccciones,
321,Segmento 2,MES 3,7,3.0,Siguen con buen servicio,Estan bien
322,Segmento 1,MES 1,8,5.0,,
323,Segmento 3,MES 2,8,5.0,Falta de comunicación entre los asesores,Mejor comunicación interna por parte de la compañía
324,Segmento 1,MES 2,8,5.0,Muy buena atención y gestión a mi solicitud,Ofrecer opciones virtuales/móviles más efectivas para la atención de solicitudes
325,Segmento 1,MES 3,7,4.0,La verdad sus colaboradores en ocaciones solo ofrecen dos alternativas de pago,una comunicación con mayor asertividad en ocasiones solo llama una vez y cuando uno contesta ya colgaron y a veces por seguridad no se puede sacar el celular en lugares públicos.
326,Segmento 1,MES 2,7,4.0,Cobro en seguro y manejo de targeta,El servicio en general esta bien
327,Segmento 1,MES 2,8,3.0,Porque es normal que el banco reponga el plástico,"Explicar detalladamente lo que se debe hacer, no suponer que conocemos todo el movimiento del banco"
328,Segmento 1,MES 2,8,4.0,Me resolvieron parcialmente el problema.,Atención más rápida y personal
329,Segmento 2,MES 3,8,4.0,La línea de teléfono es incompleta. No tiene gorda de hablar vos un asesor en ciertos casos.,"Tener otras opciones, y  contar con un asesor , no solo Robots, están máquinas luego te cuelgan. Insistes y hacen lo mismo. Así q te toca ir a oficinas. Mal hecho."
330,Segmento 1,MES 2,8,1.0,"aunque he tenido buen historial de pago y se me presento una situacio familiar por la cual no pude pagar completo en este mes, me presentaron una solucion para pago la cual acepté pero me parece injusto que la tarjeta de credito quede bloqueada por tanto tiempo","tener en cuenta que, bloquear la tarjeta por tanto tiempo me deja inconforme"
331,Segmento 1,MES 3,7,3.0,,
332,Segmento 1,MES 3,8,5.0,Soluciones rápidas y especificas,Dejar claro el porqué la demora en el cambio del plástico o tarjeta
333,Segmento 1,MES 3,7,3.0,"La línea de atención al cliente es desesperante. Ante una emergencia por robo o fraudes no es ágil, demorado, opciones q no interesan, lo verdaderamente urgente debe ser la primera opcion, no es claro el.mensaje. Dure 15 minutos, tuve que hacer 3 llamadas para poder bloquear la tarjeta. Tiempo suficiente para que le roben a uno con compras fraudulentas y ustedes no contesten","Cambiar el mensaje del audio de atención al cliente, que sea ágil y priorice opciones de emergencia. Demasiada información inutil"
334,Segmento 3,MES 3,7,1.0,,
335,Segmento 1,MES 1,8,4.0,Las cuota fija que le están cobrando de otros se 30 mil pesos es alto,La atención telefónica fue muy buena no tengo queja
336,Segmento 1,MES 2,8,4.0,Fui atendida por una funcionaria amable que si resolvió mi requerimiento.,No interrumpir tan rápido el uso que hago en la pagina web.  En muchas ocasiones y con mucha frecuencia aparece el mensaje acerca de si quiero salir o continuar en la página.
337,Segmento 1,MES 2,8,4.0,BUEN SERVICIO,.
338,Segmento 1,MES 3,8,4.0,Por que no tenia buiena experiencia con el servicio,
339,Segmento 1,MES 3,8,4.0,serivico bueno,"que no atienda una maquina y por favor no pidan los datos de clave piensen en cambiar eso por otro dato
gracias"
340,Segmento 1,MES 1,7,4.0,,
341,Segmento 1,MES 2,8,4.0,Buena atención,
342,Segmento 2,MES 1,8,4.0,Siempre está bien,Esta bien así. Gracias
343,Segmento 1,MES 3,7,3.0,,
344,Segmento 1,MES 1,8,5.0,La asesora fue rápida,El tiempo de cancelar un servicio debería ser más corta
345,Segmento 1,MES 1,8,4.0,,Explicar bien cómo se maneja la app ya q soy una persona de edad
346,Segmento 1,MES 1,8,4.0,la eficacia en respuesta,mejorar el sistema anti fraude
347,Segmento 1,MES 2,8,2.0,Porque no pude resolver el tema,
348,Segmento 1,MES 2,8,3.0,,
349,Segmento 1,MES 3,8,4.0,He tenido buenas experiencias con este banco,
350,Segmento 1,MES 1,8,3.0,Las soluciones a largo plazo,Asegurarse de que la opción sea la adecuada para una efectiva solución
351,Segmento 2,MES 3,8,5.0,Por la buena atención que recibí del Asesor que recibió mi solicitud,Que haya mayor agilidad en la recepción de las llamadas
352,Segmento 1,MES 2,7,4.0,"Porque brindan solución oportuna al momento de tener inquietudes, el problema es al realizar consultas por la línea telefónica ya que toca ingresar la clave para se atendió.",Sin comentarios
353,Segmento 1,MES 1,8,5.0,Fue amables y eficientes,
354,Segmento 1,MES 3,7,3.0,Todo dentro de lo normal,Todo Ok
355,Segmento 1,MES 2,8,3.0,,
356,Segmento 1,MES 2,7,2.0,Los intereses son un poco alto,
357,Segmento 1,MES 1,8,3.0,,"Pues, es difícil comunicarse y cuando sucede no te resuelven nada"
358,Segmento 1,MES 3,8,5.0,Las promociones q maneja son  muy buenas,
359,Segmento 2,MES 1,8,4.0,,
360,Segmento 1,MES 2,8,3.0,me parece buena la atencion,bien
361,Segmento 1,MES 1,8,3.0,,
362,Segmento 1,MES 1,7,4.0,"La atención fue rápida, las personas que atienden amables y prestos a ayudar.",Seguir con la amabilidad al contestar las preguntas
363,Segmento 1,MES 1,8,3.0,Sigue igual,Todo bien
364,Segmento 1,MES 1,7,2.0,"Solicite un certificado para retención, el cual me dicen que me envían hasta el 30 de octubre cuando todos los bancos lo entregan o envían en un dia. La declaración es para ya no para dentro de un mes",Este tipo de documentos y cosas sencillas deberían ser más efectivas
365,Segmento 1,MES 3,8,5.0,El servicio que estaba necesitando fue oportuno y bastante efectivo,La app que sea más fácil de manejar para nosotros las personas adultas
366,Segmento 1,MES 3,8,4.0,,
367,Segmento 1,MES 1,8,5.0,Procesos de seguridad,Disminuir costos de manejo
368,Segmento 1,MES 1,8,3.0,No he tenido pronta solución a mi necesidad,Dar pronta respuesta a los cargos en tarjeta y rechazar pagos de idéntico valor en un lapso cortó de tiempo...
369,Segmento 1,MES 2,8,3.0,,
370,Segmento 1,MES 1,8,5.0,La atención fue muy buena y clara,Siempre que sea atendido un cliente las respuestas sean claras y verdaderas sin rodeos ni engaños. Muchas Grácias
371,Segmento 1,MES 1,8,2.0,"El acceso para hacer consignaciones es un poco dificil, sobre todo en departamentos como el de sucre.",
372,Segmento 2,MES 3,7,3.0,Me gustaría un contacto directo con un asesor no dar tanta vuelta en una plataforma respuestas concretas a inquietudes personales,Tener la posibilidad de contactar directamente a una persona a un asesor
373,Segmento 1,MES 1,8,3.0,"El servicio es el que merecemos los usuarios, buena atención, aclaración a la solicitud requerida.","Mejorar la tasa de interes, 1 por antigüedad y 2 por cumplir con los pagos."
374,Segmento 3,MES 2,8,3.0,,
375,Segmento 1,MES 3,8,3.0,Envían mensajes terminando los acuerdos que se hacen telefónicamente y luego uno llama y que están vigentes,Uns línea más directa  no pasar por varias opciones
376,Segmento 1,MES 3,7,1.0,Estoy haciendo una reclamación desde hace rato porque no puedo utilizar mi tarjeta de crédito Visa life miles a pesar de estar al día y no tengo solución,Dar solución en primer contacto
377,Segmento 1,MES 3,8,5.0,,
378,Segmento 2,MES 1,8,3.0,no note cambio,
379,Segmento 2,MES 1,8,4.0,Encontré buena atención y buena disposición de la asesora,Continuar mejorando con la orientación de primero el cliente. No primero ustedes
380,Segmento 1,MES 1,7,1.0,"Para hablar con un humano hay que pasar infinidades de pruebas como el Fbi(
Posteriormente al hablar con un humano hace una serie de preguntas absurdas: ¿ hace cuanto tiempo cambió su tarjeta de credito?
¿A cuantos meses diferio su ultima compra?
Etc
Y eso que para solo programar el pago de un anticipoa 1cuota y no a36 como lo programa.Scotian*
¿Como hace un anciano ?
¿Como hace una persona que tiene varias tarjetas credito?","Hacer mas ágil una
entablacion telefonica con el humano del banco?"
381,Segmento 1,MES 1,8,4.0,"Demora en la respuesta, la resolución del impase",
382,Segmento 2,MES 3,7,4.0,Buena atención,
383,Segmento 1,MES 2,7,3.0,El banco presenta un servicio en la media de otras entidades bancarias.,N/A.
384,Segmento 1,MES 1,8,3.0,,Todo está bien. Muchas gracias por la atención. Aún que si me gustaría ampliar el cupo de la tarjeta
385,Segmento 1,MES 3,7,2.0,Trámites muy largos en oficina solo para cambiar una dirección y que no dan la posibilidad de enviar la tarjeta a una oficina y recogerla en esa sucursal de ustedes. Es muy tedioso y ya pues ni hablar de la tarjeta que no me sirvió nunca y perdí mi tiempo en la línea y en la oficina,.
386,Segmento 1,MES 3,8,5.0,,
387,Segmento 2,MES 1,7,3.0,"Llame a pedir crédito para compra de cartera y me dijeron que tenía que ir a una oficina , cuando siempre me habían atendido por la línea",Volver a poner la consolidación de cartera vía telefónica o digital
388,Segmento 1,MES 3,8,2.0,"Por qué he tenido uso fraudulento de mi tarjeta y nadie me dió respuesta de lo sucedido 
Encima lo  mejor que hacen es enviar otra tarjeta nueva  que cuesta  $35.000
 He tenido casos similar y lo único es bloqueo de plástico y le enviamos nueva 
Sigo esperando respuesta de uso fraudulento por 7000.000.","Respuesta más efectivas y solucionar las quejas por fraude 
Mejorar los pagos por pse es muy engorroso tener que repetir los datos de tarjeta"
389,Segmento 1,MES 1,8,3.0,"Porque me comenzaron a cobrar cuotas de manejo, apesar de que realizo las 4 compras, llame y me mermaron a una sola compra y me regresaron el dinero de cuota de manejo, pero igual el beneficio es por apenas 6 meses y muy seguramente ya se me habrá olvidado y vuelven y me engrampan la cuota de manejo .",Dejar de cobrar esa cuota tan cara
390,Segmento 1,MES 2,8,4.0,Mejorar para pagos por transferencias,Devolver la llamada al cliente
391,Segmento 1,MES 3,7,3.0,Porque para ser atendido por una persona me tomo más de 25 minutos y después comenzar a rebotar de uno a otra área encargada gaste 40 minutos. Las personas muy queridas pero las esperas y los menús enredados,Simplificar el menú y tener asistencia personal rapido
392,Segmento 2,MES 1,8,5.0,Noto que ha mejorado la atención aunque pasé por 4 funcionaros antes q me resolvieran mi inquietud,Que se confirme por escrito la resolucion a la inquietud manifestada.  Porq uno de sus funcionarios me dio información diferente a la q me suministro el ultimo funcionario contactado  y uno queda con duda de quien dice lo correcto y despues el cliente se queda sin ningun soporte en contra o a favor.
393,Segmento 1,MES 3,8,4.0,,
394,Segmento 1,MES 3,7,2.0,No me resolvieron,Resolver
395,Segmento 1,MES 3,8,4.0,la atencion en cajeros a veces es lenta,no enviar codigos de seguridad al celular si no con la clave que se maneja en tarjeta
396,Segmento 1,MES 3,7,1.0,"La aplicación me está cerrando la sesión y me bloquean sin razón el envío de mensaje de texto para recuperación. Por la línea no me ayudan porque debe ser presencial, lo cual es muy ineficiente. La atención presencial es de una espera de al menos 2 horas",Más atención por teléfono y resolución de diferentes problemas por otros medios como el correo electrónico
397,Segmento 2,MES 3,7,2.0,Bloquean sin razón justificable la tc.  Y mucha demora para activarla.   Del mismo modo no sirve en el exterior.,Agilizar trámites.  Facilitar uso de la tarjeta pues en momentos de compras por valores altos no he podido usarla.  Solo compras pequeñas.
398,Segmento 2,MES 2,8,4.0,"pues no hay cambios significativos en la atención, agradecimientos a la persona que me atendió, fue diligente y escucho mis preguntas, resolviéndoles con precisión.","disminuir tiempo de atención, fueron más de 35 minutos para que un agente de servicio (humano) me atendiera."
399,Segmento 1,MES 3,8,5.0,Por qué me resolvieron un problema que tenía con la facturación de este mes,
400,Segmento 1,MES 1,8,4.0,Buena atención y me ha ido muy bien con este banco,
401,Segmento 1,MES 1,8,5.0,Buen servicio al cliente,Mejorar los tiempos de respuesta a los requerimientos
402,Segmento 1,MES 1,8,4.0,Me 0arece bueno el servicio,Pues es buena la atención
403,Segmento 2,MES 2,8,4.0,Me dieron otro número para para pasar mi queja y no me contestan,Necesito un número que si me contesten
404,Segmento 1,MES 3,7,4.0,,
405,Segmento 2,MES 2,7,2.0,No me,"Organizar el envío de los extractos, y saber si fueron entregados o no."
406,Segmento 2,MES 1,8,5.0,,
407,Segmento 1,MES 2,8,5.0,"Es un banco qué me genera confianza, y con el cual no he tenido inconvenientes hasta el momento.",Por el momento no tengo ninguna observación.
408,Segmento 1,MES 3,8,3.0,,
409,Segmento 1,MES 3,8,5.0,,
410,Segmento 1,MES 2,8,4.0,Porque si,No hacer tanto anuncio el la llamadas
411,Segmento 1,MES 1,8,4.0,Amabilidad,
412,Segmento 1,MES 1,7,5.0,Respaldo del banco por transferencia bancaria no reconocida,
413,Segmento 1,MES 2,7,3.0,No estoy de acuerdo a la exigencia de 10 compras minimas a partir de diciembre para evitar cobro de cuota de nanejo,Bajar el número de compras de acuerdo al cumplimiento en pagos y manejo de la TC
414,Segmento 1,MES 1,8,4.0,,
415,Segmento 1,MES 3,7,4.0,,
416,Segmento 1,MES 1,7,3.0,Porque fui y algunos asesores están como estresados y alcanzan a ser muy tajantes en vez de ayudar a solucionar,A veces es difícil comunicarme con el asesor de servicio
417,Segmento 1,MES 1,8,3.0,,
418,Segmento 1,MES 3,8,4.0,👍🏿👍🏿👍🏿,Respuesta más pronta
419,Segmento 1,MES 1,8,3.0,Porque no cambio mi opinión. Es la misma que al inicio,Nada más
420,Segmento 2,MES 3,8,4.0,,
421,Segmento 1,MES 3,8,4.0,,
422,Segmento 1,MES 3,7,3.0,Por ahora no me han dado solución,Dar solución prioritaria a las peticiones
423,Segmento 1,MES 2,8,4.0,Buena experiencia,La línea se caen las llamadas
424,Segmento 1,MES 1,7,4.0,,
425,Segmento 1,MES 1,8,5.0,Todo fue muy rápido respuestas oportunas y buena atencion,Información de cuánto quedaron las cuotas mensuales
426,Segmento 2,MES 3,7,3.0,,
427,Segmento 1,MES 1,7,2.0,"los canales de atención son muy difíciles, en Medellin hay muy pocas partes donde uno puede hacer transacciones y comunicarse con ustedes es complejo",se colgaba la llamada me toco contarle el cuento a varios asesores hasta que logre la solución
428,Segmento 1,MES 1,8,5.0,,
429,Segmento 1,MES 1,8,4.0,***,***
430,Segmento 2,MES 2,7,4.0,Las comisiones,.
431,Segmento 1,MES 2,8,2.0,"Yo trataba de encontrar un asesor y no hubo modo,  Yo necesitaba que me aclararan un problema que tenía, no sé si en la línea hay servicio 24/7 porque yo llamé después de las seis de la tarde y fueron varias llamadas dando todas las opciones a ver en cuál me respondían, no automáticamente una máquina sino una persona que me pudiera hacer las aclaraciones que yo necesitaba. 
Total, al día siguiente fui al banco donde me atendieron muy cordialmente","Por favor, que respondan personas"
432,Segmento 1,MES 3,7,3.0,no cambia nada con la atencion. ha sido buena siempre,el tiempo de responder la llamada podria mejorar
433,Segmento 1,MES 2,8,3.0,Está estable,"Mirar con importancia y respeto a todos los clientes, sin excepción"
434,Segmento 1,MES 2,8,5.0,por el buen asesoramiento,
435,Segmento 1,MES 2,8,4.0,,
436,Segmento 1,MES 3,8,3.0,,
437,Segmento 2,MES 2,8,4.0,,
438,Segmento 1,MES 3,8,3.0,La atención sigue igual en comparación al última vez que cité una oficina,Procurar tiempo de espera para ser atendido por un asesor sea más corto
439,Segmento 1,MES 1,8,5.0,,
440,Segmento 2,MES 2,8,4.0,,"Mejorar el sistema para responder la llamada, tiene uno que esperar demasiado tiempo para poder lograr que un asesor le responda"
441,Segmento 1,MES 3,8,4.0,,
442,Segmento 1,MES 2,8,3.0,,SOLUCIONAR DESDE EL SERVICIO AL CLIENTE LOS REQUERIMIENTOS QUETENEMOS
443,Segmento 1,MES 1,8,3.0,Fue información que no afecta el pago,
444,Segmento 1,MES 3,8,3.0,No,
445,Segmento 1,MES 3,8,3.0,,
446,Segmento 1,MES 1,8,5.0,,
447,Segmento 1,MES 2,8,4.0,Buena atención,Solicite un crédito de libranza y no fue posible soy pensionado
448,Segmento 1,MES 1,7,4.0,,
449,Segmento 1,MES 2,7,4.0,El asesor que me brindo la ayuda e información requerida fue amable atento y efectivamente,Quitaron la única oficina para pagos y trámites que había en Soacha (CC mercurio) eso dificulta para trámites y/o pagos
450,Segmento 1,MES 2,8,4.0,Por la respuesta del operador y la seguridad que me brindo ante las preguntas,
451,Segmento 1,MES 1,7,4.0,Es muy lento comunicarse con un asesor,Evitar tantas opciones y comunicar con asesores no con maquinas
452,Segmento 2,MES 1,8,4.0,,
453,Segmento 1,MES 3,7,3.0,Tiene las tazas de interés muy altas y no incentivan a sus usuarios.,
454,Segmento 2,MES 1,8,3.0,No sé me dió solución a mi pregunta,Reversar la compra solicitada
455,Segmento 1,MES 2,8,4.0,Porque es bueno y te asesoran bien,Mejor imposible muchas gracias 👍
456,Segmento 1,MES 3,7,2.0,"Falta de información brindada en la adjudicación de productos, llamar por teléfono para acceder a un asesor es un poco traumática.",
457,Segmento 1,MES 2,8,3.0,muy personal,claridad
458,Segmento 1,MES 2,7,5.0,,
459,Segmento 1,MES 3,8,4.0,Ya había llamado es 5 oportunidades y solo José logro solucionar mi solicitud,Proveer más conocimiento a los agentes adicionales de dar soluciones en la llamada ya que no saben cómo manejar objeciones y solo se quedan con una opción
460,Segmento 1,MES 3,8,3.0,,
461,Segmento 2,MES 1,8,3.0,,
462,Segmento 1,MES 1,8,2.0,Me cobraban cuota de manejo todos los neses,No.. cobrar cuota de manejo
463,Segmento 1,MES 1,8,3.0,,
464,Segmento 1,MES 2,8,4.0,Quedé satisfecho con la repuesta,
465,Segmento 1,MES 2,8,4.0,,
466,Segmento 1,MES 1,8,3.0,No solucione el problema,
467,Segmento 1,MES 2,8,3.0,N.A,
468,Segmento 1,MES 3,7,5.0,,
469,Segmento 2,MES 2,10,3.0,Todo sigue bien,
470,Segmento 1,MES 1,9,5.0,Buena atención y solución,Agilizar la verificación.
471,Segmento 1,MES 2,10,3.0,,
472,Segmento 2,MES 1,10,4.0,"Es refrescante cuando una entidad revisa sus procedimientos y escucha a sus clientes, era muy engorroso el acceso telefonico pero ya lo dejaron mejor. Bien hecho!",Aprovecho esta oportunidad para volverles a solicitar la instalacion de una oficina full en unicentro de occidente.
473,Segmento 1,MES 1,10,5.0,,
474,Segmento 1,MES 1,10,5.0,La atención es buena,Que la comunicación con un asesor sea más ágil
